	8K_800X_NOCOMPRESS_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     57, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     57, CAPSTONE  , STAT, table scan rows gotten                                    ,      10014056,    677.73k,         ,             ,          ,           ,    222.53k per execution
     57, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10014056,    677.73k,         ,             ,          ,           ,    222.53k per execution
     57, CAPSTONE  , STAT, table scan blocks gotten                                  ,         67648,      4.58k,         ,             ,          ,           ,       1.5k per execution
     57, CAPSTONE  , STAT, table fetch by rowid                                      ,            26,       1.76,         ,             ,          ,           ,        .58 per execution
     57, CAPSTONE  , STAT, cluster key scans                                         ,            11,        .74,         ,             ,          ,           ,        .24 per execution
     57, CAPSTONE  , STAT, cluster key scan block gets                               ,            11,        .74,         ,             ,          ,           ,        .24 per execution
     57, CAPSTONE  , STAT, rows fetched via callback                                 ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, index fetch by key                                        ,            21,       1.42,         ,             ,          ,           ,        .47 per execution
     57, CAPSTONE  , STAT, index scans kdiixs1                                       ,            22,       1.49,         ,             ,          ,           ,        .49 per execution
     57, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             2,        .14,         ,             ,          ,           ,        .04 per execution
     57, CAPSTONE  , STAT, session cursor cache hits                                 ,            43,       2.91,         ,             ,          ,           ,         40 softparses avoided thanks to cursor cache
     57, CAPSTONE  , STAT, session cursor cache count                                ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     57, CAPSTONE  , STAT, cursor authentications                                    ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     57, CAPSTONE  , STAT, buffer is pinned count                                    ,             8,        .54,         ,             ,          ,           ,        .01 % buffer gets avoided thanks to buffer pin caching
     57, CAPSTONE  , STAT, buffer is not pinned count                                ,           121,       8.19,         ,             ,          ,           ,       2.69 per execution
     57, CAPSTONE  , STAT, workarea executions - optimal                             ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     57, CAPSTONE  , STAT, parse time cpu                                            ,             1,        .07,         ,             ,          ,           ,       10ms total parse time CPU
     57, CAPSTONE  , STAT, parse time elapsed                                        ,             1,        .07,         ,             ,          ,           ,       10ms total parse time elapsed
     57, CAPSTONE  , STAT, parse count (total)                                       ,             3,         .2,         ,             ,          ,           ,         .6 softparses per hardparse
     57, CAPSTONE  , STAT, parse count (hard)                                        ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, execute count                                             ,            45,       3.05,         ,             ,          ,           ,         15 executions per parse
     57, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4499,     304.48,         ,             ,          ,           ,      899.8 bytes per roundtrip
     57, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           398,      26.94,         ,             ,          ,           ,       79.6 bytes per roundtrip
     57, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, sorts (memory)                                            ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     57, CAPSTONE  , STAT, sorts (rows)                                              ,            13,        .88,         ,             ,          ,           ,        .29 per execution
     57, CAPSTONE  , TIME, hard parse elapsed time                                   ,         14754,   998.51us,      .1%, [          ],          ,           , 
     57, CAPSTONE  , TIME, repeated bind elapsed time                                ,            43,     2.91us,      .0%, [          ],          ,           , 
     57, CAPSTONE  , TIME, parse time elapsed                                        ,         15256,     1.03ms,      .1%, [          ],          ,           , 
     57, CAPSTONE  , TIME, DB CPU                                                    ,       2950827,    199.7ms,    20.0%, [@@        ],          ,           , 
     57, CAPSTONE  , TIME, sql execute elapsed time                                  ,      11076175,   749.61ms,    75.0%, [########  ],          ,           , 
     57, CAPSTONE  , TIME, DB time                                                   ,      11082045,      750ms,    75.0%, [########  ],          ,           ,       2.71 % unaccounted time
     57, CAPSTONE  , WAIT, db file sequential read                                   ,         20058,     1.36ms,      .1%, [          ],        15,       1.02,     1.34ms average wait
     57, CAPSTONE  , WAIT, db file scattered read                                    ,          9734,   658.77us,      .1%, [          ],         8,        .54,     1.22ms average wait
     57, CAPSTONE  , WAIT, direct path read                                          ,       9031291,   611.21ms,    61.1%, [WWWWWWW   ],       539,      36.48,    16.76ms average wait
     57, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            20,     1.35us,      .0%, [          ],         5,        .34,        4us average wait
     57, CAPSTONE  , WAIT, SQL*Net message from client                               ,       3293340,   222.88ms,    22.3%, [WWW       ],         5,        .34,   658.67ms average wait
     57, CAPSTONE  , WAIT, events in waitclass Other                                 ,           329,    22.27us,      .0%, [          ],        27,       1.83,    12.19us average wait
 
	8K_800X_RAND_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     57, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, opened cursors cumulative                                 ,            45,        3.1,         ,             ,          ,           ,          1 per execution
     57, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.07,         ,             ,          ,           ,         -1 actual value in end of snapshot
     57, CAPSTONE  , STAT, user calls                                                ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     57, CAPSTONE  , STAT, recursive calls                                           ,            69,       4.76,         ,             ,          ,           ,   289.86us recursive CPU per recursive call
     57, CAPSTONE  , STAT, recursive cpu usage                                       ,             2,        .14,         ,             ,          ,           ,       20ms total recursive CPU usage
     57, CAPSTONE  , STAT, session logical reads                                     ,         36760,      2.53k,         ,             ,          ,           ,     36.77k total buffer visits
     57, CAPSTONE  , STAT, CPU used by this session                                  ,           272,      18.75,         ,             ,          ,           ,      2.72s total CPU used by this session
     57, CAPSTONE  , STAT, DB time                                                   ,           504,      34.75,         ,             ,          ,           ,       11.2 per execution
     57, CAPSTONE  , STAT, user I/O wait time                                        ,           233,      16.06,         ,             ,          ,           ,       5.18 per execution
     57, CAPSTONE  , STAT, non-idle wait time                                        ,           234,      16.13,         ,             ,          ,           ,        5.2 per execution
     57, CAPSTONE  , STAT, non-idle wait count                                       ,           345,      23.78,         ,             ,          ,           ,       7.67 per execution
     57, CAPSTONE  , STAT, process last non-idle time                                ,            55,       3.79,         ,             ,          ,           ,       1.22 per execution
     57, CAPSTONE  , STAT, enqueue requests                                          ,             6,        .41,         ,             ,          ,           ,        .13 per execution
     57, CAPSTONE  , STAT, enqueue releases                                          ,             6,        .41,         ,             ,          ,           ,        .13 per execution
     57, CAPSTONE  , STAT, physical read total IO requests                           ,           313,      21.58,         ,             ,          ,           ,    957.42k bytes per request
     57, CAPSTONE  , STAT, physical read total multi block requests                  ,           287,      19.79,         ,             ,          ,           ,         26 total single block read requests
     57, CAPSTONE  , STAT, physical read total bytes                                 ,     299671552,     20.66M,         ,             ,          ,           ,      6.66M per execution
     57, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     299671552,     20.66M,         ,             ,          ,           ,      6.66M per execution
     57, CAPSTONE  , STAT, db block gets                                             ,             8,        .55,         ,             ,          ,           ,        .18 per execution
     57, CAPSTONE  , STAT, db block gets from cache                                  ,             8,        .55,         ,             ,          ,           ,        .18 per execution
     57, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             8,        .55,         ,             ,          ,           ,        .18 per execution
     57, CAPSTONE  , STAT, consistent gets                                           ,         36752,      2.53k,         ,             ,          ,           ,     816.71 per execution
     57, CAPSTONE  , STAT, consistent gets from cache                                ,           218,      15.03,         ,             ,          ,           ,       4.84 per execution
     57, CAPSTONE  , STAT, consistent gets pin                                       ,           149,      10.27,         ,             ,          ,           ,       3.31 per execution
     57, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           135,       9.31,         ,             ,          ,           ,          3 per execution
     57, CAPSTONE  , STAT, consistent gets examination                               ,            69,       4.76,         ,             ,          ,           ,       1.53 per execution
     57, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,            65,       4.48,         ,             ,          ,           ,       1.44 per execution
     57, CAPSTONE  , STAT, consistent gets direct                                    ,         36534,      2.52k,         ,             ,          ,           ,     811.87 per execution
     57, CAPSTONE  , STAT, logical read bytes from cache                             ,       1851392,    127.63k,         ,             ,          ,           ,     41.14k per execution
     57, CAPSTONE  , STAT, physical reads                                            ,         36581,      2.52k,         ,             ,          ,           ,     812.91 per execution
     57, CAPSTONE  , STAT, physical reads cache                                      ,            47,       3.24,         ,             ,          ,           ,       1.04 per execution
     57, CAPSTONE  , STAT, physical reads direct                                     ,         36534,      2.52k,         ,             ,          ,           ,     811.87 per execution
     57, CAPSTONE  , STAT, physical read IO requests                                 ,           313,      21.58,         ,             ,          ,           ,    957.42k bytes per request
     57, CAPSTONE  , STAT, physical read bytes                                       ,     299671552,     20.66M,         ,             ,          ,           ,      6.66M per execution
     57, CAPSTONE  , STAT, free buffer requested                                     ,            47,       3.24,         ,             ,          ,           ,       1.04 per execution
     57, CAPSTONE  , STAT, physical reads cache prefetch                             ,            29,          2,         ,             ,          ,           ,        .64 per execution
     57, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,             4,        .28,         ,             ,          ,           ,        .09 per execution
     57, CAPSTONE  , STAT, calls to kcmgcs                                           ,            25,       1.72,         ,             ,          ,           ,        .56 per execution
     57, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,            51,       3.52,         ,             ,          ,           ,       1.13 per execution
     57, CAPSTONE  , STAT, file io service time                                      ,          1838,     126.71,         ,             ,          ,           ,     5.87us bad guess of IO service time per IO request
     57, CAPSTONE  , STAT, file io wait time                                         ,       2326649,     160.4k,         ,             ,          ,           ,     7.43ms bad guess of IO wait time per IO request
     57, CAPSTONE  , STAT, Number of read IOs issued                                 ,           295,      20.34,         ,             ,          ,           ,       6.56 per execution
     57, CAPSTONE  , STAT, no work - consistent read gets                            ,         36651,      2.53k,         ,             ,          ,           ,     814.47 per execution
     57, CAPSTONE  , STAT, table scans (short tables)                                ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     57, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     57, CAPSTONE  , STAT, table scan rows gotten                                    ,      10014056,    690.35k,         ,             ,          ,           ,    222.53k per execution
     57, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10014056,    690.35k,         ,             ,          ,           ,    222.53k per execution
     57, CAPSTONE  , STAT, table scan blocks gotten                                  ,         36596,      2.52k,         ,             ,          ,           ,     813.24 per execution
     57, CAPSTONE  , STAT, table fetch by rowid                                      ,            26,       1.79,         ,             ,          ,           ,        .58 per execution
     57, CAPSTONE  , STAT, cluster key scans                                         ,            11,        .76,         ,             ,          ,           ,        .24 per execution
     57, CAPSTONE  , STAT, cluster key scan block gets                               ,            11,        .76,         ,             ,          ,           ,        .24 per execution
     57, CAPSTONE  , STAT, rows fetched via callback                                 ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, index fetch by key                                        ,            21,       1.45,         ,             ,          ,           ,        .47 per execution
     57, CAPSTONE  , STAT, index scans kdiixs1                                       ,            22,       1.52,         ,             ,          ,           ,        .49 per execution
     57, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     57, CAPSTONE  , STAT, session cursor cache hits                                 ,            42,        2.9,         ,             ,          ,           ,         37 softparses avoided thanks to cursor cache
     57, CAPSTONE  , STAT, session cursor cache count                                ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     57, CAPSTONE  , STAT, cursor authentications                                    ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     57, CAPSTONE  , STAT, buffer is pinned count                                    ,             9,        .62,         ,             ,          ,           ,        .02 % buffer gets avoided thanks to buffer pin caching
     57, CAPSTONE  , STAT, buffer is not pinned count                                ,           121,       8.34,         ,             ,          ,           ,       2.69 per execution
     57, CAPSTONE  , STAT, workarea executions - optimal                             ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     57, CAPSTONE  , STAT, parse time cpu                                            ,             2,        .14,         ,             ,          ,           ,       20ms total parse time CPU
     57, CAPSTONE  , STAT, parse time elapsed                                        ,             2,        .14,         ,             ,          ,           ,       20ms total parse time elapsed
     57, CAPSTONE  , STAT, parse count (total)                                       ,             5,        .34,         ,             ,          ,           ,        .71 softparses per hardparse
     57, CAPSTONE  , STAT, parse count (hard)                                        ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     57, CAPSTONE  , STAT, execute count                                             ,            45,        3.1,         ,             ,          ,           ,          9 executions per parse
     57, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4964,     342.21,         ,             ,          ,           ,      992.8 bytes per roundtrip
     57, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           386,      26.61,         ,             ,          ,           ,       77.2 bytes per roundtrip
     57, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, sorts (memory)                                            ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     57, CAPSTONE  , STAT, sorts (rows)                                              ,            13,         .9,         ,             ,          ,           ,        .29 per execution
     57, CAPSTONE  , TIME, hard parse elapsed time                                   ,         12459,   858.91us,      .1%, [          ],          ,           , 
     57, CAPSTONE  , TIME, repeated bind elapsed time                                ,            42,      2.9us,      .0%, [          ],          ,           , 
     57, CAPSTONE  , TIME, parse time elapsed                                        ,         13099,   903.03us,      .1%, [          ],          ,           , 
     57, CAPSTONE  , TIME, DB CPU                                                    ,       2715828,   187.23ms,    18.7%, [@@        ],          ,           , 
     57, CAPSTONE  , TIME, sql execute elapsed time                                  ,       5034418,   347.07ms,    34.7%, [####      ],          ,           , 
     57, CAPSTONE  , TIME, DB time                                                   ,       5041550,   347.56ms,    34.8%, [####      ],          ,           ,      -2.16 % unaccounted time
     57, CAPSTONE  , WAIT, db file sequential read                                   ,         91851,     6.33ms,      .6%, [W         ],        13,         .9,     7.07ms average wait
     57, CAPSTONE  , WAIT, db file scattered read                                    ,          5632,   388.26us,      .0%, [          ],         5,        .34,     1.13ms average wait
     57, CAPSTONE  , WAIT, direct path read                                          ,       2236423,   154.18ms,    15.4%, [WW        ],       295,      20.34,     7.58ms average wait
     57, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            24,     1.65us,      .0%, [          ],         5,        .34,      4.8us average wait
     57, CAPSTONE  , WAIT, SQL*Net message from client                               ,       9777920,   674.08ms,    67.4%, [WWWWWWW   ],         5,        .34,      1.96s average wait
     57, CAPSTONE  , WAIT, events in waitclass Other                                 ,           255,    17.58us,      .0%, [          ],        27,       1.86,     9.44us average wait
 
	8K_800X_SORT_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     57, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, opened cursors cumulative                                 ,            45,       3.03,         ,             ,          ,           ,          1 per execution
     57, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.07,         ,             ,          ,           ,         -1 actual value in end of snapshot
     57, CAPSTONE  , STAT, user calls                                                ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     57, CAPSTONE  , STAT, recursive calls                                           ,            65,       4.38,         ,             ,          ,           ,   153.85us recursive CPU per recursive call
     57, CAPSTONE  , STAT, recursive cpu usage                                       ,             1,        .07,         ,             ,          ,           ,       10ms total recursive CPU usage
     57, CAPSTONE  , STAT, session logical reads                                     ,         27774,      1.87k,         ,             ,          ,           ,     27.78k total buffer visits
     57, CAPSTONE  , STAT, CPU used by this session                                  ,           206,      13.87,         ,             ,          ,           ,      2.06s total CPU used by this session
     57, CAPSTONE  , STAT, DB time                                                   ,           378,      25.45,         ,             ,          ,           ,        8.4 per execution
     57, CAPSTONE  , STAT, user I/O wait time                                        ,           171,      11.51,         ,             ,          ,           ,        3.8 per execution
     57, CAPSTONE  , STAT, non-idle wait time                                        ,           170,      11.45,         ,             ,          ,           ,       3.78 per execution
     57, CAPSTONE  , STAT, non-idle wait count                                       ,           276,      18.58,         ,             ,          ,           ,       6.13 per execution
     57, CAPSTONE  , STAT, process last non-idle time                                ,            46,        3.1,         ,             ,          ,           ,       1.02 per execution
     57, CAPSTONE  , STAT, enqueue requests                                          ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, enqueue releases                                          ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, physical read total IO requests                           ,           244,      16.43,         ,             ,          ,           ,    926.67k bytes per request
     57, CAPSTONE  , STAT, physical read total multi block requests                  ,           216,      14.54,         ,             ,          ,           ,         28 total single block read requests
     57, CAPSTONE  , STAT, physical read total bytes                                 ,     226107392,     15.22M,         ,             ,          ,           ,      5.02M per execution
     57, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     226107392,     15.22M,         ,             ,          ,           ,      5.02M per execution
     57, CAPSTONE  , STAT, db block gets                                             ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     57, CAPSTONE  , STAT, db block gets from cache                                  ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     57, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             7,        .47,         ,             ,          ,           ,        .16 per execution
     57, CAPSTONE  , STAT, consistent gets                                           ,         27767,      1.87k,         ,             ,          ,           ,     617.04 per execution
     57, CAPSTONE  , STAT, consistent gets from cache                                ,           214,      14.41,         ,             ,          ,           ,       4.76 per execution
     57, CAPSTONE  , STAT, consistent gets pin                                       ,           145,       9.76,         ,             ,          ,           ,       3.22 per execution
     57, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           129,       8.69,         ,             ,          ,           ,       2.87 per execution
     57, CAPSTONE  , STAT, consistent gets examination                               ,            69,       4.65,         ,             ,          ,           ,       1.53 per execution
     57, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,            65,       4.38,         ,             ,          ,           ,       1.44 per execution
     57, CAPSTONE  , STAT, consistent gets direct                                    ,         27553,      1.86k,         ,             ,          ,           ,     612.29 per execution
     57, CAPSTONE  , STAT, logical read bytes from cache                             ,       1810432,    121.89k,         ,             ,          ,           ,     40.23k per execution
     57, CAPSTONE  , STAT, physical reads                                            ,         27601,      1.86k,         ,             ,          ,           ,     613.36 per execution
     57, CAPSTONE  , STAT, physical reads cache                                      ,            48,       3.23,         ,             ,          ,           ,       1.07 per execution
     57, CAPSTONE  , STAT, physical reads direct                                     ,         27553,      1.86k,         ,             ,          ,           ,     612.29 per execution
     57, CAPSTONE  , STAT, physical read IO requests                                 ,           244,      16.43,         ,             ,          ,           ,    926.67k bytes per request
     57, CAPSTONE  , STAT, physical read bytes                                       ,     226107392,     15.22M,         ,             ,          ,           ,      5.02M per execution
     57, CAPSTONE  , STAT, free buffer requested                                     ,            48,       3.23,         ,             ,          ,           ,       1.07 per execution
     57, CAPSTONE  , STAT, physical reads cache prefetch                             ,            28,       1.89,         ,             ,          ,           ,        .62 per execution
     57, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,             8,        .54,         ,             ,          ,           ,        .18 per execution
     57, CAPSTONE  , STAT, calls to kcmgcs                                           ,            23,       1.55,         ,             ,          ,           ,        .51 per execution
     57, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,            51,       3.43,         ,             ,          ,           ,       1.13 per execution
     57, CAPSTONE  , STAT, file io service time                                      ,           965,      64.97,         ,             ,          ,           ,     3.95us bad guess of IO service time per IO request
     57, CAPSTONE  , STAT, file io wait time                                         ,       1697886,    114.32k,         ,             ,          ,           ,     6.96ms bad guess of IO wait time per IO request
     57, CAPSTONE  , STAT, Number of read IOs issued                                 ,           224,      15.08,         ,             ,          ,           ,       4.98 per execution
     57, CAPSTONE  , STAT, no work - consistent read gets                            ,         27669,      1.86k,         ,             ,          ,           ,     614.87 per execution
     57, CAPSTONE  , STAT, table scans (short tables)                                ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     57, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     57, CAPSTONE  , STAT, table scan rows gotten                                    ,      10014056,    674.23k,         ,             ,          ,           ,    222.53k per execution
     57, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10014056,    674.23k,         ,             ,          ,           ,    222.53k per execution
     57, CAPSTONE  , STAT, table scan blocks gotten                                  ,         27614,      1.86k,         ,             ,          ,           ,     613.64 per execution
     57, CAPSTONE  , STAT, table fetch by rowid                                      ,            26,       1.75,         ,             ,          ,           ,        .58 per execution
     57, CAPSTONE  , STAT, cluster key scans                                         ,            11,        .74,         ,             ,          ,           ,        .24 per execution
     57, CAPSTONE  , STAT, cluster key scan block gets                               ,            11,        .74,         ,             ,          ,           ,        .24 per execution
     57, CAPSTONE  , STAT, rows fetched via callback                                 ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     57, CAPSTONE  , STAT, index fetch by key                                        ,            21,       1.41,         ,             ,          ,           ,        .47 per execution
     57, CAPSTONE  , STAT, index scans kdiixs1                                       ,            22,       1.48,         ,             ,          ,           ,        .49 per execution
     57, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             2,        .13,         ,             ,          ,           ,        .04 per execution
     57, CAPSTONE  , STAT, session cursor cache hits                                 ,            43,        2.9,         ,             ,          ,           ,         40 softparses avoided thanks to cursor cache
     57, CAPSTONE  , STAT, session cursor cache count                                ,             1,        .07,         ,             ,          ,           ,        .02 per execution
