	8K_800X_NOCOMPRESS_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     52, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,            40,       2.66,         ,             ,          ,           ,        .16 per execution
     52, CAPSTONE  , STAT, calls to kcmgcs                                           ,            33,        2.2,         ,             ,          ,           ,        .13 per execution
     52, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,           279,      18.56,         ,             ,          ,           ,       1.13 per execution
     52, CAPSTONE  , STAT, file io service time                                      ,          5626,      374.3,         ,             ,          ,           ,     9.28us bad guess of IO service time per IO request
     52, CAPSTONE  , STAT, file io wait time                                         ,       6608946,     439.7k,         ,             ,          ,           ,    10.91ms bad guess of IO wait time per IO request
     52, CAPSTONE  , STAT, Number of read IOs issued                                 ,           539,      35.86,         ,             ,          ,           ,       2.19 per execution
     52, CAPSTONE  , STAT, no work - consistent read gets                            ,         68047,      4.53k,         ,             ,          ,           ,     276.61 per execution
     52, CAPSTONE  , STAT, table scans (short tables)                                ,             9,         .6,         ,             ,          ,           ,        .04 per execution
     52, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,          0 per execution
     52, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,          0 per execution
     52, CAPSTONE  , STAT, table scan rows gotten                                    ,      10015612,    666.35k,         ,             ,          ,           ,     40.71k per execution
     52, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10015612,    666.35k,         ,             ,          ,           ,     40.71k per execution
     52, CAPSTONE  , STAT, table scan blocks gotten                                  ,         67676,       4.5k,         ,             ,          ,           ,     275.11 per execution
     52, CAPSTONE  , STAT, table fetch by rowid                                      ,           135,       8.98,         ,             ,          ,           ,        .55 per execution
     52, CAPSTONE  , STAT, cluster key scans                                         ,            93,       6.19,         ,             ,          ,           ,        .38 per execution
     52, CAPSTONE  , STAT, cluster key scan block gets                               ,           111,       7.38,         ,             ,          ,           ,        .45 per execution
     52, CAPSTONE  , STAT, rows fetched via callback                                 ,            10,        .67,         ,             ,          ,           ,        .04 per execution
     52, CAPSTONE  , STAT, index fetch by key                                        ,           112,       7.45,         ,             ,          ,           ,        .46 per execution
     52, CAPSTONE  , STAT, index scans kdiixs1                                       ,           133,       8.85,         ,             ,          ,           ,        .54 per execution
     52, CAPSTONE  , STAT, sql area evicted                                          ,             2,        .13,         ,             ,          ,           ,        .01 per execution
     52, CAPSTONE  , STAT, CCursor + sql area evicted                                ,            18,        1.2,         ,             ,          ,           ,        .07 per execution
     52, CAPSTONE  , STAT, session cursor cache hits                                 ,           242,       16.1,         ,             ,          ,           ,        236 softparses avoided thanks to cursor cache
     52, CAPSTONE  , STAT, session cursor cache count                                ,             1,        .07,         ,             ,          ,           ,          0 per execution
     52, CAPSTONE  , STAT, cursor authentications                                    ,             3,         .2,         ,             ,          ,           ,        .01 per execution
     52, CAPSTONE  , STAT, buffer is pinned count                                    ,             8,        .53,         ,             ,          ,           ,        .01 % buffer gets avoided thanks to buffer pin caching
     52, CAPSTONE  , STAT, buffer is not pinned count                                ,           652,      43.38,         ,             ,          ,           ,       2.65 per execution
     52, CAPSTONE  , STAT, workarea executions - optimal                             ,            40,       2.66,         ,             ,          ,           ,        .16 per execution
     52, CAPSTONE  , STAT, parse time cpu                                            ,             6,         .4,         ,             ,          ,           ,       60ms total parse time CPU
     52, CAPSTONE  , STAT, parse time elapsed                                        ,             6,         .4,         ,             ,          ,           ,       60ms total parse time elapsed
     52, CAPSTONE  , STAT, parse count (total)                                       ,             6,         .4,         ,             ,          ,           ,         .3 softparses per hardparse
     52, CAPSTONE  , STAT, parse count (hard)                                        ,            20,       1.33,         ,             ,          ,           ,        .08 per execution
     52, CAPSTONE  , STAT, execute count                                             ,           246,      16.37,         ,             ,          ,           ,         41 executions per parse
     52, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4499,     299.32,         ,             ,          ,           ,      899.8 bytes per roundtrip
     52, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           398,      26.48,         ,             ,          ,           ,       79.6 bytes per roundtrip
     52, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .33,         ,             ,          ,           ,        .02 per execution
     52, CAPSTONE  , STAT, sorts (memory)                                            ,            81,       5.39,         ,             ,          ,           ,        .33 per execution
     52, CAPSTONE  , STAT, sorts (rows)                                              ,           846,      56.29,         ,             ,          ,           ,       3.44 per execution
     52, CAPSTONE  , TIME, hard parse elapsed time                                   ,         60595,     4.03ms,      .4%, [          ],          ,           , 
     52, CAPSTONE  , TIME, repeated bind elapsed time                                ,           218,     14.5us,      .0%, [          ],          ,           , 
     52, CAPSTONE  , TIME, parse time elapsed                                        ,         62350,     4.15ms,      .4%, [          ],          ,           , 
     52, CAPSTONE  , TIME, DB CPU                                                    ,       3226018,   214.63ms,    21.5%, [@@@       ],          ,           , 
     52, CAPSTONE  , TIME, sql execute elapsed time                                  ,       8751267,   582.23ms,    58.2%, [######    ],          ,           , 
     52, CAPSTONE  , TIME, DB time                                                   ,       8759642,   582.79ms,    58.3%, [######    ],          ,           ,       5.42 % unaccounted time
     52, CAPSTONE  , WAIT, Disk file operations I/O                                  ,            40,     2.66us,      .0%, [          ],         1,        .07,       40us average wait
     52, CAPSTONE  , WAIT, db file sequential read                                   ,         86284,     5.74ms,      .6%, [W         ],        59,       3.93,     1.46ms average wait
     52, CAPSTONE  , WAIT, db file scattered read                                    ,          6076,   404.24us,      .0%, [          ],         8,        .53,    759.5us average wait
     52, CAPSTONE  , WAIT, direct path read                                          ,       6532780,   434.63ms,    43.5%, [WWWWW     ],       539,      35.86,    12.12ms average wait
     52, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            19,     1.26us,      .0%, [          ],         5,        .33,      3.8us average wait
     52, CAPSTONE  , WAIT, SQL*Net message from client                               ,       5456836,   363.05ms,    36.3%, [WWWW      ],         5,        .33,      1.09s average wait
     52, CAPSTONE  , WAIT, events in waitclass Other                                 ,           378,    25.15us,      .0%, [          ],        29,       1.93,    13.03us average wait
 
	8K_800X_RAND_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     52, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, opened cursors cumulative                                 ,            45,       2.97,         ,             ,          ,           ,          1 per execution
     52, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.07,         ,             ,          ,           ,         -1 actual value in end of snapshot
     52, CAPSTONE  , STAT, user calls                                                ,             7,        .46,         ,             ,          ,           ,        .16 per execution
     52, CAPSTONE  , STAT, recursive calls                                           ,            65,        4.3,         ,             ,          ,           ,   307.69us recursive CPU per recursive call
     52, CAPSTONE  , STAT, recursive cpu usage                                       ,             2,        .13,         ,             ,          ,           ,       20ms total recursive CPU usage
     52, CAPSTONE  , STAT, session logical reads                                     ,         36760,      2.43k,         ,             ,          ,           ,     36.77k total buffer visits
     52, CAPSTONE  , STAT, CPU used by this session                                  ,           291,      19.24,         ,             ,          ,           ,      2.91s total CPU used by this session
     52, CAPSTONE  , STAT, DB time                                                   ,           767,       50.7,         ,             ,          ,           ,      17.04 per execution
     52, CAPSTONE  , STAT, user I/O wait time                                        ,           490,      32.39,         ,             ,          ,           ,      10.89 per execution
     52, CAPSTONE  , STAT, non-idle wait time                                        ,           491,      32.46,         ,             ,          ,           ,      10.91 per execution
     52, CAPSTONE  , STAT, non-idle wait count                                       ,           348,         23,         ,             ,          ,           ,       7.73 per execution
     52, CAPSTONE  , STAT, process last non-idle time                                ,            50,       3.31,         ,             ,          ,           ,       1.11 per execution
     52, CAPSTONE  , STAT, session uga memory max                                    ,            24,       1.59,         ,             ,          ,           ,         24 actual value in end of snapshot
     52, CAPSTONE  , STAT, enqueue requests                                          ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, enqueue releases                                          ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, physical read total IO requests                           ,           316,      20.89,         ,             ,          ,           ,    948.41k bytes per request
     52, CAPSTONE  , STAT, physical read total multi block requests                  ,           287,      18.97,         ,             ,          ,           ,         29 total single block read requests
     52, CAPSTONE  , STAT, physical read total bytes                                 ,     299696128,     19.81M,         ,             ,          ,           ,      6.66M per execution
     52, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     299696128,     19.81M,         ,             ,          ,           ,      6.66M per execution
     52, CAPSTONE  , STAT, db block gets                                             ,             8,        .53,         ,             ,          ,           ,        .18 per execution
     52, CAPSTONE  , STAT, db block gets from cache                                  ,             8,        .53,         ,             ,          ,           ,        .18 per execution
     52, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             8,        .53,         ,             ,          ,           ,        .18 per execution
     52, CAPSTONE  , STAT, consistent gets                                           ,         36752,      2.43k,         ,             ,          ,           ,     816.71 per execution
     52, CAPSTONE  , STAT, consistent gets from cache                                ,           218,      14.41,         ,             ,          ,           ,       4.84 per execution
     52, CAPSTONE  , STAT, consistent gets pin                                       ,           149,       9.85,         ,             ,          ,           ,       3.31 per execution
     52, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           133,       8.79,         ,             ,          ,           ,       2.96 per execution
     52, CAPSTONE  , STAT, consistent gets examination                               ,            69,       4.56,         ,             ,          ,           ,       1.53 per execution
     52, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,            64,       4.23,         ,             ,          ,           ,       1.42 per execution
     52, CAPSTONE  , STAT, consistent gets direct                                    ,         36534,      2.41k,         ,             ,          ,           ,     811.87 per execution
     52, CAPSTONE  , STAT, logical read bytes from cache                             ,       1851392,    122.38k,         ,             ,          ,           ,     41.14k per execution
     52, CAPSTONE  , STAT, physical reads                                            ,         36584,      2.42k,         ,             ,          ,           ,     812.98 per execution
     52, CAPSTONE  , STAT, physical reads cache                                      ,            50,       3.31,         ,             ,          ,           ,       1.11 per execution
     52, CAPSTONE  , STAT, physical reads direct                                     ,         36534,      2.41k,         ,             ,          ,           ,     811.87 per execution
     52, CAPSTONE  , STAT, physical read IO requests                                 ,           316,      20.89,         ,             ,          ,           ,    948.41k bytes per request
     52, CAPSTONE  , STAT, physical read bytes                                       ,     299696128,     19.81M,         ,             ,          ,           ,      6.66M per execution
     52, CAPSTONE  , STAT, free buffer requested                                     ,            50,       3.31,         ,             ,          ,           ,       1.11 per execution
     52, CAPSTONE  , STAT, physical reads cache prefetch                             ,            29,       1.92,         ,             ,          ,           ,        .64 per execution
     52, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,             6,         .4,         ,             ,          ,           ,        .13 per execution
     52, CAPSTONE  , STAT, calls to kcmgcs                                           ,            25,       1.65,         ,             ,          ,           ,        .56 per execution
     52, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,            51,       3.37,         ,             ,          ,           ,       1.13 per execution
     52, CAPSTONE  , STAT, file io service time                                      ,          3052,     201.74,         ,             ,          ,           ,     9.66us bad guess of IO service time per IO request
     52, CAPSTONE  , STAT, file io wait time                                         ,       4897820,    323.76k,         ,             ,          ,           ,     15.5ms bad guess of IO wait time per IO request
     52, CAPSTONE  , STAT, Number of read IOs issued                                 ,           295,       19.5,         ,             ,          ,           ,       6.56 per execution
     52, CAPSTONE  , STAT, no work - consistent read gets                            ,         36651,      2.42k,         ,             ,          ,           ,     814.47 per execution
     52, CAPSTONE  , STAT, table scans (short tables)                                ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     52, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     52, CAPSTONE  , STAT, table scan rows gotten                                    ,      10014056,    661.95k,         ,             ,          ,           ,    222.53k per execution
     52, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10014056,    661.95k,         ,             ,          ,           ,    222.53k per execution
     52, CAPSTONE  , STAT, table scan blocks gotten                                  ,         36596,      2.42k,         ,             ,          ,           ,     813.24 per execution
     52, CAPSTONE  , STAT, table fetch by rowid                                      ,            26,       1.72,         ,             ,          ,           ,        .58 per execution
     52, CAPSTONE  , STAT, cluster key scans                                         ,            11,        .73,         ,             ,          ,           ,        .24 per execution
     52, CAPSTONE  , STAT, cluster key scan block gets                               ,            11,        .73,         ,             ,          ,           ,        .24 per execution
     52, CAPSTONE  , STAT, rows fetched via callback                                 ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, index fetch by key                                        ,            21,       1.39,         ,             ,          ,           ,        .47 per execution
     52, CAPSTONE  , STAT, index scans kdiixs1                                       ,            22,       1.45,         ,             ,          ,           ,        .49 per execution
     52, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             2,        .13,         ,             ,          ,           ,        .04 per execution
     52, CAPSTONE  , STAT, session cursor cache hits                                 ,            43,       2.84,         ,             ,          ,           ,         40 softparses avoided thanks to cursor cache
     52, CAPSTONE  , STAT, session cursor cache count                                ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     52, CAPSTONE  , STAT, cursor authentications                                    ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     52, CAPSTONE  , STAT, buffer is pinned count                                    ,             9,        .59,         ,             ,          ,           ,        .02 % buffer gets avoided thanks to buffer pin caching
     52, CAPSTONE  , STAT, buffer is not pinned count                                ,           121,          8,         ,             ,          ,           ,       2.69 per execution
     52, CAPSTONE  , STAT, workarea executions - optimal                             ,             7,        .46,         ,             ,          ,           ,        .16 per execution
     52, CAPSTONE  , STAT, parse time cpu                                            ,             1,        .07,         ,             ,          ,           ,       10ms total parse time CPU
     52, CAPSTONE  , STAT, parse time elapsed                                        ,             1,        .07,         ,             ,          ,           ,       10ms total parse time elapsed
     52, CAPSTONE  , STAT, parse count (total)                                       ,             3,         .2,         ,             ,          ,           ,         .6 softparses per hardparse
     52, CAPSTONE  , STAT, parse count (hard)                                        ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, execute count                                             ,            45,       2.97,         ,             ,          ,           ,         15 executions per parse
     52, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4964,     328.13,         ,             ,          ,           ,      992.8 bytes per roundtrip
     52, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           386,      25.52,         ,             ,          ,           ,       77.2 bytes per roundtrip
     52, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, sorts (memory)                                            ,             7,        .46,         ,             ,          ,           ,        .16 per execution
     52, CAPSTONE  , STAT, sorts (rows)                                              ,            13,        .86,         ,             ,          ,           ,        .29 per execution
     52, CAPSTONE  , TIME, hard parse elapsed time                                   ,         13790,   911.55us,      .1%, [          ],          ,           , 
     52, CAPSTONE  , TIME, repeated bind elapsed time                                ,            43,     2.84us,      .0%, [          ],          ,           , 
     52, CAPSTONE  , TIME, parse time elapsed                                        ,         14237,   941.09us,      .1%, [          ],          ,           , 
     52, CAPSTONE  , TIME, DB CPU                                                    ,       2905899,   192.09ms,    19.2%, [@@        ],          ,           , 
     52, CAPSTONE  , TIME, sql execute elapsed time                                  ,       7662978,   506.54ms,    50.7%, [######    ],          ,           , 
     52, CAPSTONE  , TIME, DB time                                                   ,       7669468,   506.97ms,    50.7%, [######    ],          ,           ,       1.56 % unaccounted time
     52, CAPSTONE  , WAIT, db file sequential read                                   ,         85022,     5.62ms,      .6%, [W         ],        16,       1.06,     5.31ms average wait
     52, CAPSTONE  , WAIT, db file scattered read                                    ,          5803,   383.59us,      .0%, [          ],         5,        .33,     1.16ms average wait
     52, CAPSTONE  , WAIT, direct path read                                          ,       4815799,   318.33ms,    31.8%, [WWWW      ],       295,       19.5,    16.32ms average wait
     52, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            18,     1.19us,      .0%, [          ],         5,        .33,      3.6us average wait
     52, CAPSTONE  , WAIT, SQL*Net message from client                               ,       7222537,   477.42ms,    47.7%, [WWWWW     ],         5,        .33,      1.44s average wait
     52, CAPSTONE  , WAIT, events in waitclass Other                                 ,           306,    20.23us,      .0%, [          ],        27,       1.78,    11.33us average wait
 
	8K_800X_SORT_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     52, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, opened cursors cumulative                                 ,            45,       3.07,         ,             ,          ,           ,          1 per execution
     52, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.07,         ,             ,          ,           ,         -1 actual value in end of snapshot
     52, CAPSTONE  , STAT, user calls                                                ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     52, CAPSTONE  , STAT, recursive calls                                           ,            65,       4.44,         ,             ,          ,           ,   153.85us recursive CPU per recursive call
     52, CAPSTONE  , STAT, recursive cpu usage                                       ,             1,        .07,         ,             ,          ,           ,       10ms total recursive CPU usage
     52, CAPSTONE  , STAT, session logical reads                                     ,         27774,       1.9k,         ,             ,          ,           ,     27.78k total buffer visits
     52, CAPSTONE  , STAT, CPU used by this session                                  ,           209,      14.28,         ,             ,          ,           ,      2.09s total CPU used by this session
     52, CAPSTONE  , STAT, DB time                                                   ,           370,      25.27,         ,             ,          ,           ,       8.22 per execution
     52, CAPSTONE  , STAT, user I/O wait time                                        ,           159,      10.86,         ,             ,          ,           ,       3.53 per execution
     52, CAPSTONE  , STAT, non-idle wait time                                        ,           159,      10.86,         ,             ,          ,           ,       3.53 per execution
     52, CAPSTONE  , STAT, non-idle wait count                                       ,           276,      18.85,         ,             ,          ,           ,       6.13 per execution
     52, CAPSTONE  , STAT, process last non-idle time                                ,            45,       3.07,         ,             ,          ,           ,          1 per execution
     52, CAPSTONE  , STAT, enqueue requests                                          ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, enqueue releases                                          ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, physical read total IO requests                           ,           244,      16.67,         ,             ,          ,           ,    926.67k bytes per request
     52, CAPSTONE  , STAT, physical read total multi block requests                  ,           216,      14.75,         ,             ,          ,           ,         28 total single block read requests
     52, CAPSTONE  , STAT, physical read total bytes                                 ,     226107392,     15.44M,         ,             ,          ,           ,      5.02M per execution
     52, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     226107392,     15.44M,         ,             ,          ,           ,      5.02M per execution
     52, CAPSTONE  , STAT, db block gets                                             ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     52, CAPSTONE  , STAT, db block gets from cache                                  ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     52, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     52, CAPSTONE  , STAT, consistent gets                                           ,         27767,       1.9k,         ,             ,          ,           ,     617.04 per execution
     52, CAPSTONE  , STAT, consistent gets from cache                                ,           214,      14.62,         ,             ,          ,           ,       4.76 per execution
     52, CAPSTONE  , STAT, consistent gets pin                                       ,           145,        9.9,         ,             ,          ,           ,       3.22 per execution
     52, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           129,       8.81,         ,             ,          ,           ,       2.87 per execution
     52, CAPSTONE  , STAT, consistent gets examination                               ,            69,       4.71,         ,             ,          ,           ,       1.53 per execution
     52, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,            65,       4.44,         ,             ,          ,           ,       1.44 per execution
     52, CAPSTONE  , STAT, consistent gets direct                                    ,         27553,      1.88k,         ,             ,          ,           ,     612.29 per execution
     52, CAPSTONE  , STAT, logical read bytes from cache                             ,       1810432,    123.66k,         ,             ,          ,           ,     40.23k per execution
     52, CAPSTONE  , STAT, physical reads                                            ,         27601,      1.89k,         ,             ,          ,           ,     613.36 per execution
     52, CAPSTONE  , STAT, physical reads cache                                      ,            48,       3.28,         ,             ,          ,           ,       1.07 per execution
     52, CAPSTONE  , STAT, physical reads direct                                     ,         27553,      1.88k,         ,             ,          ,           ,     612.29 per execution
     52, CAPSTONE  , STAT, physical read IO requests                                 ,           244,      16.67,         ,             ,          ,           ,    926.67k bytes per request
     52, CAPSTONE  , STAT, physical read bytes                                       ,     226107392,     15.44M,         ,             ,          ,           ,      5.02M per execution
     52, CAPSTONE  , STAT, free buffer requested                                     ,            48,       3.28,         ,             ,          ,           ,       1.07 per execution
     52, CAPSTONE  , STAT, physical reads cache prefetch                             ,            28,       1.91,         ,             ,          ,           ,        .62 per execution
     52, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,             8,        .55,         ,             ,          ,           ,        .18 per execution
     52, CAPSTONE  , STAT, calls to kcmgcs                                           ,            23,       1.57,         ,             ,          ,           ,        .51 per execution
     52, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,            51,       3.48,         ,             ,          ,           ,       1.13 per execution
     52, CAPSTONE  , STAT, file io service time                                      ,           989,      67.56,         ,             ,          ,           ,     4.05us bad guess of IO service time per IO request
     52, CAPSTONE  , STAT, file io wait time                                         ,       1586426,    108.36k,         ,             ,          ,           ,      6.5ms bad guess of IO wait time per IO request
     52, CAPSTONE  , STAT, Number of read IOs issued                                 ,           224,       15.3,         ,             ,          ,           ,       4.98 per execution
     52, CAPSTONE  , STAT, no work - consistent read gets                            ,         27669,      1.89k,         ,             ,          ,           ,     614.87 per execution
     52, CAPSTONE  , STAT, table scans (short tables)                                ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     52, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     52, CAPSTONE  , STAT, table scan rows gotten                                    ,      10014056,    684.03k,         ,             ,          ,           ,    222.53k per execution
     52, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10014056,    684.03k,         ,             ,          ,           ,    222.53k per execution
     52, CAPSTONE  , STAT, table scan blocks gotten                                  ,         27614,      1.89k,         ,             ,          ,           ,     613.64 per execution
     52, CAPSTONE  , STAT, table fetch by rowid                                      ,            26,       1.78,         ,             ,          ,           ,        .58 per execution
     52, CAPSTONE  , STAT, cluster key scans                                         ,            11,        .75,         ,             ,          ,           ,        .24 per execution
     52, CAPSTONE  , STAT, cluster key scan block gets                               ,            11,        .75,         ,             ,          ,           ,        .24 per execution
     52, CAPSTONE  , STAT, rows fetched via callback                                 ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     52, CAPSTONE  , STAT, index fetch by key                                        ,            21,       1.43,         ,             ,          ,           ,        .47 per execution
