	8K_800X_NOCOMPRESS_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     58, CAPSTONE  , STAT, consistent gets from cache                                ,           411,       26.6,         ,             ,          ,           ,       4.52 per execution
     58, CAPSTONE  , STAT, consistent gets pin                                       ,           268,      17.35,         ,             ,          ,           ,       2.95 per execution
     58, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           249,      16.12,         ,             ,          ,           ,       2.74 per execution
     58, CAPSTONE  , STAT, consistent gets examination                               ,           143,       9.26,         ,             ,          ,           ,       1.57 per execution
     58, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,           138,       8.93,         ,             ,          ,           ,       1.52 per execution
     58, CAPSTONE  , STAT, consistent gets direct                                    ,         67562,      4.37k,         ,             ,          ,           ,     742.44 per execution
     58, CAPSTONE  , STAT, logical read bytes from cache                             ,       3432448,    222.15k,         ,             ,          ,           ,     37.72k per execution
     58, CAPSTONE  , STAT, physical reads                                            ,         67636,      4.38k,         ,             ,          ,           ,     743.25 per execution
     58, CAPSTONE  , STAT, physical reads cache                                      ,            74,       4.79,         ,             ,          ,           ,        .81 per execution
     58, CAPSTONE  , STAT, physical reads direct                                     ,         67562,      4.37k,         ,             ,          ,           ,     742.44 per execution
     58, CAPSTONE  , STAT, physical read IO requests                                 ,           563,      36.44,         ,             ,          ,           ,    984.15k bytes per request
     58, CAPSTONE  , STAT, physical read bytes                                       ,     554074112,     35.86M,         ,             ,          ,           ,      6.09M per execution
     58, CAPSTONE  , STAT, free buffer requested                                     ,            74,       4.79,         ,             ,          ,           ,        .81 per execution
     58, CAPSTONE  , STAT, physical reads cache prefetch                             ,            50,       3.24,         ,             ,          ,           ,        .55 per execution
     58, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,             9,        .58,         ,             ,          ,           ,         .1 per execution
     58, CAPSTONE  , STAT, calls to kcmgcs                                           ,            33,       2.14,         ,             ,          ,           ,        .36 per execution
     58, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,           109,       7.05,         ,             ,          ,           ,        1.2 per execution
     58, CAPSTONE  , STAT, file io service time                                      ,          2795,      180.9,         ,             ,          ,           ,     4.96us bad guess of IO service time per IO request
     58, CAPSTONE  , STAT, file io wait time                                         ,       7110525,     460.2k,         ,             ,          ,           ,    12.63ms bad guess of IO wait time per IO request
     58, CAPSTONE  , STAT, Number of read IOs issued                                 ,           539,      34.88,         ,             ,          ,           ,       5.92 per execution
     58, CAPSTONE  , STAT, no work - consistent read gets                            ,         67788,      4.39k,         ,             ,          ,           ,     744.92 per execution
     58, CAPSTONE  , STAT, table scans (short tables)                                ,             9,        .58,         ,             ,          ,           ,         .1 per execution
     58, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .06,         ,             ,          ,           ,        .01 per execution
     58, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .06,         ,             ,          ,           ,        .01 per execution
     58, CAPSTONE  , STAT, table scan rows gotten                                    ,      10015612,    648.22k,         ,             ,          ,           ,    110.06k per execution
     58, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10015612,    648.22k,         ,             ,          ,           ,    110.06k per execution
     58, CAPSTONE  , STAT, table scan blocks gotten                                  ,         67676,      4.38k,         ,             ,          ,           ,     743.69 per execution
     58, CAPSTONE  , STAT, table fetch by rowid                                      ,            38,       2.46,         ,             ,          ,           ,        .42 per execution
     58, CAPSTONE  , STAT, cluster key scans                                         ,            36,       2.33,         ,             ,          ,           ,         .4 per execution
     58, CAPSTONE  , STAT, cluster key scan block gets                               ,            41,       2.65,         ,             ,          ,           ,        .45 per execution
     58, CAPSTONE  , STAT, rows fetched via callback                                 ,             7,        .45,         ,             ,          ,           ,        .08 per execution
     58, CAPSTONE  , STAT, index fetch by key                                        ,            52,       3.37,         ,             ,          ,           ,        .57 per execution
     58, CAPSTONE  , STAT, index scans kdiixs1                                       ,            38,       2.46,         ,             ,          ,           ,        .42 per execution
     58, CAPSTONE  , STAT, sql area evicted                                          ,             3,        .19,         ,             ,          ,           ,        .03 per execution
     58, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             4,        .26,         ,             ,          ,           ,        .04 per execution
     58, CAPSTONE  , STAT, session cursor cache hits                                 ,            88,        5.7,         ,             ,          ,           ,         84 softparses avoided thanks to cursor cache
     58, CAPSTONE  , STAT, session cursor cache count                                ,             1,        .06,         ,             ,          ,           ,        .01 per execution
     58, CAPSTONE  , STAT, cursor authentications                                    ,             1,        .06,         ,             ,          ,           ,        .01 per execution
     58, CAPSTONE  , STAT, buffer is pinned count                                    ,             8,        .52,         ,             ,          ,           ,        .01 % buffer gets avoided thanks to buffer pin caching
     58, CAPSTONE  , STAT, buffer is not pinned count                                ,           233,      15.08,         ,             ,          ,           ,       2.56 per execution
     58, CAPSTONE  , STAT, workarea executions - optimal                             ,            14,        .91,         ,             ,          ,           ,        .15 per execution
     58, CAPSTONE  , STAT, parse time cpu                                            ,             2,        .13,         ,             ,          ,           ,       20ms total parse time CPU
     58, CAPSTONE  , STAT, parse time elapsed                                        ,             2,        .13,         ,             ,          ,           ,       20ms total parse time elapsed
     58, CAPSTONE  , STAT, parse count (total)                                       ,             4,        .26,         ,             ,          ,           ,        .44 softparses per hardparse
     58, CAPSTONE  , STAT, parse count (hard)                                        ,             9,        .58,         ,             ,          ,           ,         .1 per execution
     58, CAPSTONE  , STAT, execute count                                             ,            91,       5.89,         ,             ,          ,           ,      22.75 executions per parse
     58, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4499,     291.18,         ,             ,          ,           ,      899.8 bytes per roundtrip
     58, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           398,      25.76,         ,             ,          ,           ,       79.6 bytes per roundtrip
     58, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .32,         ,             ,          ,           ,        .05 per execution
     58, CAPSTONE  , STAT, sorts (memory)                                            ,            27,       1.75,         ,             ,          ,           ,         .3 per execution
     58, CAPSTONE  , STAT, sorts (rows)                                              ,           131,       8.48,         ,             ,          ,           ,       1.44 per execution
     58, CAPSTONE  , TIME, hard parse elapsed time                                   ,         20305,     1.31ms,      .1%, [          ],          ,           , 
     58, CAPSTONE  , TIME, repeated bind elapsed time                                ,            34,      2.2us,      .0%, [          ],          ,           , 
     58, CAPSTONE  , TIME, parse time elapsed                                        ,         20880,     1.35ms,      .1%, [          ],          ,           , 
     58, CAPSTONE  , TIME, DB CPU                                                    ,       3009175,   194.76ms,    19.5%, [@@        ],          ,           , 
     58, CAPSTONE  , TIME, sql execute elapsed time                                  ,       9256438,   599.09ms,    59.9%, [######    ],          ,           , 
     58, CAPSTONE  , TIME, DB time                                                   ,       9262538,   599.48ms,    59.9%, [######    ],          ,           ,      -1.01 % unaccounted time
     58, CAPSTONE  , WAIT, Disk file operations I/O                                  ,           103,     6.67us,      .0%, [          ],         1,        .06,      103us average wait
     58, CAPSTONE  , WAIT, db file sequential read                                   ,         21323,     1.38ms,      .1%, [          ],        16,       1.04,     1.33ms average wait
     58, CAPSTONE  , WAIT, db file scattered read                                    ,          9769,   632.26us,      .1%, [          ],         8,        .52,     1.22ms average wait
     58, CAPSTONE  , WAIT, direct path read                                          ,       7094512,   459.16ms,    45.9%, [WWWWW     ],       539,      34.88,    13.16ms average wait
     58, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            30,     1.94us,      .0%, [          ],         5,        .32,        6us average wait
     58, CAPSTONE  , WAIT, SQL*Net message from client                               ,       6345088,   410.66ms,    41.1%, [WWWWW     ],         5,        .32,      1.27s average wait
     58, CAPSTONE  , WAIT, events in waitclass Other                                 ,           372,    24.08us,      .0%, [          ],        29,       1.88,    12.83us average wait
 
	8K_800X_RAND_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     58, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .32,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, opened cursors cumulative                                 ,            45,       2.91,         ,             ,          ,           ,          1 per execution
     58, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.06,         ,             ,          ,           ,         -1 actual value in end of snapshot
     58, CAPSTONE  , STAT, user calls                                                ,             7,        .45,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, recursive calls                                           ,            65,        4.2,         ,             ,          ,           ,   153.85us recursive CPU per recursive call
     58, CAPSTONE  , STAT, recursive cpu usage                                       ,             1,        .06,         ,             ,          ,           ,       10ms total recursive CPU usage
     58, CAPSTONE  , STAT, session logical reads                                     ,         36760,      2.37k,         ,             ,          ,           ,     36.77k total buffer visits
     58, CAPSTONE  , STAT, CPU used by this session                                  ,           301,      19.45,         ,             ,          ,           ,      3.01s total CPU used by this session
     58, CAPSTONE  , STAT, DB time                                                   ,           491,      31.72,         ,             ,          ,           ,      10.91 per execution
     58, CAPSTONE  , STAT, user I/O wait time                                        ,           208,      13.44,         ,             ,          ,           ,       4.62 per execution
     58, CAPSTONE  , STAT, non-idle wait time                                        ,           207,      13.37,         ,             ,          ,           ,        4.6 per execution
     58, CAPSTONE  , STAT, non-idle wait count                                       ,           351,      22.68,         ,             ,          ,           ,        7.8 per execution
     58, CAPSTONE  , STAT, process last non-idle time                                ,            58,       3.75,         ,             ,          ,           ,       1.29 per execution
     58, CAPSTONE  , STAT, enqueue requests                                          ,             5,        .32,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, enqueue releases                                          ,             5,        .32,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, physical read total IO requests                           ,           317,      20.48,         ,             ,          ,           ,    945.44k bytes per request
     58, CAPSTONE  , STAT, physical read total multi block requests                  ,           287,      18.54,         ,             ,          ,           ,         30 total single block read requests
     58, CAPSTONE  , STAT, physical read total bytes                                 ,     299704320,     19.36M,         ,             ,          ,           ,      6.66M per execution
     58, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     299704320,     19.36M,         ,             ,          ,           ,      6.66M per execution
     58, CAPSTONE  , STAT, db block gets                                             ,             8,        .52,         ,             ,          ,           ,        .18 per execution
     58, CAPSTONE  , STAT, db block gets from cache                                  ,             8,        .52,         ,             ,          ,           ,        .18 per execution
     58, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             8,        .52,         ,             ,          ,           ,        .18 per execution
     58, CAPSTONE  , STAT, consistent gets                                           ,         36752,      2.37k,         ,             ,          ,           ,     816.71 per execution
     58, CAPSTONE  , STAT, consistent gets from cache                                ,           218,      14.08,         ,             ,          ,           ,       4.84 per execution
     58, CAPSTONE  , STAT, consistent gets pin                                       ,           149,       9.63,         ,             ,          ,           ,       3.31 per execution
     58, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           132,       8.53,         ,             ,          ,           ,       2.93 per execution
     58, CAPSTONE  , STAT, consistent gets examination                               ,            69,       4.46,         ,             ,          ,           ,       1.53 per execution
     58, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,            64,       4.13,         ,             ,          ,           ,       1.42 per execution
     58, CAPSTONE  , STAT, consistent gets direct                                    ,         36534,      2.36k,         ,             ,          ,           ,     811.87 per execution
     58, CAPSTONE  , STAT, logical read bytes from cache                             ,       1851392,    119.61k,         ,             ,          ,           ,     41.14k per execution
     58, CAPSTONE  , STAT, physical reads                                            ,         36585,      2.36k,         ,             ,          ,           ,        813 per execution
     58, CAPSTONE  , STAT, physical reads cache                                      ,            51,       3.29,         ,             ,          ,           ,       1.13 per execution
     58, CAPSTONE  , STAT, physical reads direct                                     ,         36534,      2.36k,         ,             ,          ,           ,     811.87 per execution
     58, CAPSTONE  , STAT, physical read IO requests                                 ,           317,      20.48,         ,             ,          ,           ,    945.44k bytes per request
     58, CAPSTONE  , STAT, physical read bytes                                       ,     299704320,     19.36M,         ,             ,          ,           ,      6.66M per execution
     58, CAPSTONE  , STAT, free buffer requested                                     ,            51,       3.29,         ,             ,          ,           ,       1.13 per execution
     58, CAPSTONE  , STAT, physical reads cache prefetch                             ,            29,       1.87,         ,             ,          ,           ,        .64 per execution
     58, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,             9,        .58,         ,             ,          ,           ,         .2 per execution
     58, CAPSTONE  , STAT, calls to kcmgcs                                           ,            25,       1.62,         ,             ,          ,           ,        .56 per execution
     58, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,            51,       3.29,         ,             ,          ,           ,       1.13 per execution
     58, CAPSTONE  , STAT, file io service time                                      ,          1544,      99.75,         ,             ,          ,           ,     4.87us bad guess of IO service time per IO request
     58, CAPSTONE  , STAT, file io wait time                                         ,       2064938,    133.41k,         ,             ,          ,           ,     6.51ms bad guess of IO wait time per IO request
     58, CAPSTONE  , STAT, Number of read IOs issued                                 ,           295,      19.06,         ,             ,          ,           ,       6.56 per execution
     58, CAPSTONE  , STAT, no work - consistent read gets                            ,         36651,      2.37k,         ,             ,          ,           ,     814.47 per execution
     58, CAPSTONE  , STAT, table scans (short tables)                                ,             5,        .32,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .06,         ,             ,          ,           ,        .02 per execution
     58, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .06,         ,             ,          ,           ,        .02 per execution
     58, CAPSTONE  , STAT, table scan rows gotten                                    ,      10014056,    646.96k,         ,             ,          ,           ,    222.53k per execution
     58, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10014056,    646.96k,         ,             ,          ,           ,    222.53k per execution
     58, CAPSTONE  , STAT, table scan blocks gotten                                  ,         36596,      2.36k,         ,             ,          ,           ,     813.24 per execution
     58, CAPSTONE  , STAT, table fetch by rowid                                      ,            26,       1.68,         ,             ,          ,           ,        .58 per execution
     58, CAPSTONE  , STAT, cluster key scans                                         ,            11,        .71,         ,             ,          ,           ,        .24 per execution
     58, CAPSTONE  , STAT, cluster key scan block gets                               ,            11,        .71,         ,             ,          ,           ,        .24 per execution
     58, CAPSTONE  , STAT, rows fetched via callback                                 ,             5,        .32,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, index fetch by key                                        ,            21,       1.36,         ,             ,          ,           ,        .47 per execution
     58, CAPSTONE  , STAT, index scans kdiixs1                                       ,            22,       1.42,         ,             ,          ,           ,        .49 per execution
     58, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             2,        .13,         ,             ,          ,           ,        .04 per execution
     58, CAPSTONE  , STAT, session cursor cache hits                                 ,            43,       2.78,         ,             ,          ,           ,         40 softparses avoided thanks to cursor cache
     58, CAPSTONE  , STAT, session cursor cache count                                ,             1,        .06,         ,             ,          ,           ,        .02 per execution
     58, CAPSTONE  , STAT, cursor authentications                                    ,             1,        .06,         ,             ,          ,           ,        .02 per execution
     58, CAPSTONE  , STAT, buffer is pinned count                                    ,             9,        .58,         ,             ,          ,           ,        .02 % buffer gets avoided thanks to buffer pin caching
     58, CAPSTONE  , STAT, buffer is not pinned count                                ,           121,       7.82,         ,             ,          ,           ,       2.69 per execution
     58, CAPSTONE  , STAT, workarea executions - optimal                             ,             7,        .45,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, parse time cpu                                            ,             1,        .06,         ,             ,          ,           ,       10ms total parse time CPU
     58, CAPSTONE  , STAT, parse time elapsed                                        ,             1,        .06,         ,             ,          ,           ,       10ms total parse time elapsed
     58, CAPSTONE  , STAT, parse count (total)                                       ,             3,        .19,         ,             ,          ,           ,         .6 softparses per hardparse
     58, CAPSTONE  , STAT, parse count (hard)                                        ,             5,        .32,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, execute count                                             ,            45,       2.91,         ,             ,          ,           ,         15 executions per parse
     58, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4959,     320.38,         ,             ,          ,           ,      991.8 bytes per roundtrip
     58, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           386,      24.94,         ,             ,          ,           ,       77.2 bytes per roundtrip
     58, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .32,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, sorts (memory)                                            ,             7,        .45,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, sorts (rows)                                              ,            13,        .84,         ,             ,          ,           ,        .29 per execution
     58, CAPSTONE  , TIME, hard parse elapsed time                                   ,         14606,   943.63us,      .1%, [          ],          ,           , 
     58, CAPSTONE  , TIME, repeated bind elapsed time                                ,            43,     2.78us,      .0%, [          ],          ,           , 
     58, CAPSTONE  , TIME, parse time elapsed                                        ,         15183,   980.91us,      .1%, [          ],          ,           , 
     58, CAPSTONE  , TIME, DB CPU                                                    ,       3012021,   194.59ms,    19.5%, [@@        ],          ,           , 
     58, CAPSTONE  , TIME, sql execute elapsed time                                  ,       4905781,   316.94ms,    31.7%, [####      ],          ,           , 
     58, CAPSTONE  , TIME, DB time                                                   ,       4911768,   317.33ms,    31.7%, [####      ],          ,           ,       2.83 % unaccounted time
     58, CAPSTONE  , WAIT, db file sequential read                                   ,         93666,     6.05ms,      .6%, [W         ],        17,        1.1,     5.51ms average wait
     58, CAPSTONE  , WAIT, db file scattered read                                    ,          5298,   342.28us,      .0%, [          ],         5,        .32,     1.06ms average wait
     58, CAPSTONE  , WAIT, direct path read                                          ,       1973420,   127.49ms,    12.7%, [WW        ],       295,      19.06,     6.69ms average wait
     58, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            26,     1.68us,      .0%, [          ],         5,        .32,      5.2us average wait
     58, CAPSTONE  , WAIT, SQL*Net message from client                               ,      10128859,   654.38ms,    65.4%, [WWWWWWW   ],         5,        .32,      2.03s average wait

	8K_800X_SORT_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     58, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, opened cursors cumulative                                 ,            45,       3.05,         ,             ,          ,           ,          1 per execution
     58, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.07,         ,             ,          ,           ,         -1 actual value in end of snapshot
     58, CAPSTONE  , STAT, user calls                                                ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, recursive calls                                           ,            65,       4.41,         ,             ,          ,           ,   153.85us recursive CPU per recursive call
     58, CAPSTONE  , STAT, recursive cpu usage                                       ,             1,        .07,         ,             ,          ,           ,       10ms total recursive CPU usage
     58, CAPSTONE  , STAT, session logical reads                                     ,         27774,      1.89k,         ,             ,          ,           ,     27.78k total buffer visits
     58, CAPSTONE  , STAT, CPU used by this session                                  ,           212,      14.39,         ,             ,          ,           ,      2.12s total CPU used by this session
     58, CAPSTONE  , STAT, DB time                                                   ,           503,      34.14,         ,             ,          ,           ,      11.18 per execution
     58, CAPSTONE  , STAT, user I/O wait time                                        ,           290,      19.68,         ,             ,          ,           ,       6.44 per execution
     58, CAPSTONE  , STAT, non-idle wait time                                        ,           290,      19.68,         ,             ,          ,           ,       6.44 per execution
     58, CAPSTONE  , STAT, non-idle wait count                                       ,           278,      18.87,         ,             ,          ,           ,       6.18 per execution
     58, CAPSTONE  , STAT, process last non-idle time                                ,            41,       2.78,         ,             ,          ,           ,        .91 per execution
     58, CAPSTONE  , STAT, enqueue requests                                          ,             6,        .41,         ,             ,          ,           ,        .13 per execution
     58, CAPSTONE  , STAT, enqueue releases                                          ,             6,        .41,         ,             ,          ,           ,        .13 per execution
     58, CAPSTONE  , STAT, physical read total IO requests                           ,           245,      16.63,         ,             ,          ,           ,    922.92k bytes per request
     58, CAPSTONE  , STAT, physical read total multi block requests                  ,           216,      14.66,         ,             ,          ,           ,         29 total single block read requests
     58, CAPSTONE  , STAT, physical read total bytes                                 ,     226115584,     15.35M,         ,             ,          ,           ,      5.02M per execution
     58, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     226115584,     15.35M,         ,             ,          ,           ,      5.02M per execution
     58, CAPSTONE  , STAT, db block gets                                             ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, db block gets from cache                                  ,             7,        .48,         ,             ,          ,           ,        .16 per execution
     58, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, consistent gets                                           ,         27767,      1.88k,         ,             ,          ,           ,     617.04 per execution
     58, CAPSTONE  , STAT, consistent gets from cache                                ,           214,      14.53,         ,             ,          ,           ,       4.76 per execution
     58, CAPSTONE  , STAT, consistent gets pin                                       ,           145,       9.84,         ,             ,          ,           ,       3.22 per execution
     58, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           129,       8.76,         ,             ,          ,           ,       2.87 per execution
     58, CAPSTONE  , STAT, consistent gets examination                               ,            69,       4.68,         ,             ,          ,           ,       1.53 per execution
     58, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,            66,       4.48,         ,             ,          ,           ,       1.47 per execution
     58, CAPSTONE  , STAT, consistent gets direct                                    ,         27553,      1.87k,         ,             ,          ,           ,     612.29 per execution
     58, CAPSTONE  , STAT, logical read bytes from cache                             ,       1810432,    122.89k,         ,             ,          ,           ,     40.23k per execution
     58, CAPSTONE  , STAT, physical reads                                            ,         27602,      1.87k,         ,             ,          ,           ,     613.38 per execution
     58, CAPSTONE  , STAT, physical reads cache                                      ,            49,       3.33,         ,             ,          ,           ,       1.09 per execution
     58, CAPSTONE  , STAT, physical reads direct                                     ,         27553,      1.87k,         ,             ,          ,           ,     612.29 per execution
     58, CAPSTONE  , STAT, physical read IO requests                                 ,           245,      16.63,         ,             ,          ,           ,    922.92k bytes per request
     58, CAPSTONE  , STAT, physical read bytes                                       ,     226115584,     15.35M,         ,             ,          ,           ,      5.02M per execution
     58, CAPSTONE  , STAT, free buffer requested                                     ,            49,       3.33,         ,             ,          ,           ,       1.09 per execution
     58, CAPSTONE  , STAT, physical reads cache prefetch                             ,            28,        1.9,         ,             ,          ,           ,        .62 per execution
     58, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,             8,        .54,         ,             ,          ,           ,        .18 per execution
     58, CAPSTONE  , STAT, calls to kcmgcs                                           ,            23,       1.56,         ,             ,          ,           ,        .51 per execution
     58, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,            51,       3.46,         ,             ,          ,           ,       1.13 per execution
     58, CAPSTONE  , STAT, file io service time                                      ,          1188,      80.64,         ,             ,          ,           ,     4.85us bad guess of IO service time per IO request
     58, CAPSTONE  , STAT, file io wait time                                         ,       2897690,    196.69k,         ,             ,          ,           ,    11.83ms bad guess of IO wait time per IO request
     58, CAPSTONE  , STAT, Number of read IOs issued                                 ,           224,       15.2,         ,             ,          ,           ,       4.98 per execution
     58, CAPSTONE  , STAT, no work - consistent read gets                            ,         27669,      1.88k,         ,             ,          ,           ,     614.87 per execution
     58, CAPSTONE  , STAT, table scans (short tables)                                ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     58, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     58, CAPSTONE  , STAT, table scan rows gotten                                    ,      10014056,    679.72k,         ,             ,          ,           ,    222.53k per execution
     58, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10014056,    679.72k,         ,             ,          ,           ,    222.53k per execution
     58, CAPSTONE  , STAT, table scan blocks gotten                                  ,         27614,      1.87k,         ,             ,          ,           ,     613.64 per execution
     58, CAPSTONE  , STAT, table fetch by rowid                                      ,            26,       1.76,         ,             ,          ,           ,        .58 per execution
     58, CAPSTONE  , STAT, cluster key scans                                         ,            11,        .75,         ,             ,          ,           ,        .24 per execution
     58, CAPSTONE  , STAT, cluster key scan block gets                               ,            11,        .75,         ,             ,          ,           ,        .24 per execution
     58, CAPSTONE  , STAT, rows fetched via callback                                 ,             5,        .34,         ,             ,          ,           ,        .11 per execution
     58, CAPSTONE  , STAT, index fetch by key                                        ,            21,       1.43,         ,             ,          ,           ,        .47 per execution
     58, CAPSTONE  , STAT, index scans kdiixs1                                       ,            22,       1.49,         ,             ,          ,           ,        .49 per execution
     58, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             2,        .14,         ,             ,          ,           ,        .04 per execution
