
	8K_800X_NOCOMPRESS_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     45, CAPSTONE  , STAT, cluster key scan block gets                               ,            65,       4.29,         ,             ,          ,           ,        .45 per execution
     45, CAPSTONE  , STAT, rows fetched via callback                                 ,             8,        .53,         ,             ,          ,           ,        .06 per execution
     45, CAPSTONE  , STAT, index fetch by key                                        ,            77,       5.08,         ,             ,          ,           ,        .53 per execution
     45, CAPSTONE  , STAT, index scans kdiixs1                                       ,            66,       4.35,         ,             ,          ,           ,        .46 per execution
     45, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             7,        .46,         ,             ,          ,           ,        .05 per execution
     45, CAPSTONE  , STAT, session cursor cache hits                                 ,           141,        9.3,         ,             ,          ,           ,        137 softparses avoided thanks to cursor cache
     45, CAPSTONE  , STAT, cursor authentications                                    ,             2,        .13,         ,             ,          ,           ,        .01 per execution
     45, CAPSTONE  , STAT, buffer is pinned count                                    ,             8,        .53,         ,             ,          ,           ,        .01 % buffer gets avoided thanks to buffer pin caching
     45, CAPSTONE  , STAT, buffer is not pinned count                                ,           366,      24.15,         ,             ,          ,           ,       2.54 per execution
     45, CAPSTONE  , STAT, workarea executions - optimal                             ,            20,       1.32,         ,             ,          ,           ,        .14 per execution
     45, CAPSTONE  , STAT, parse time cpu                                            ,             4,        .26,         ,             ,          ,           ,       40ms total parse time CPU
     45, CAPSTONE  , STAT, parse time elapsed                                        ,             4,        .26,         ,             ,          ,           ,       40ms total parse time elapsed
     45, CAPSTONE  , STAT, parse count (total)                                       ,             4,        .26,         ,             ,          ,           ,        .33 softparses per hardparse
     45, CAPSTONE  , STAT, parse count (hard)                                        ,            12,        .79,         ,             ,          ,           ,        .08 per execution
     45, CAPSTONE  , STAT, execute count                                             ,           144,        9.5,         ,             ,          ,           ,         36 executions per parse
     45, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4499,     296.83,         ,             ,          ,           ,      899.8 bytes per roundtrip
     45, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           406,      26.79,         ,             ,          ,           ,       81.2 bytes per roundtrip
     45, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .33,         ,             ,          ,           ,        .03 per execution
     45, CAPSTONE  , STAT, sorts (memory)                                            ,            49,       3.23,         ,             ,          ,           ,        .34 per execution
     45, CAPSTONE  , STAT, sorts (rows)                                              ,           500,      32.99,         ,             ,          ,           ,       3.47 per execution
     45, CAPSTONE  , TIME, hard parse elapsed time                                   ,         37220,     2.46ms,      .2%, [          ],          ,           , 
     45, CAPSTONE  , TIME, parse time elapsed                                        ,         40612,     2.68ms,      .3%, [          ],          ,           , 
     45, CAPSTONE  , TIME, DB CPU                                                    ,       1852648,   122.23ms,    12.2%, [@@        ],          ,           , 
     45, CAPSTONE  , TIME, sql execute elapsed time                                  ,       1911212,    126.1ms,    12.6%, [##        ],          ,           , 
     45, CAPSTONE  , TIME, DB time                                                   ,       1919002,   126.61ms,    12.7%, [##        ],          ,           ,       1.48 % unaccounted time
     45, CAPSTONE  , WAIT, Disk file operations I/O                                  ,            62,     4.09us,      .0%, [          ],         2,        .13,       31us average wait
     45, CAPSTONE  , WAIT, db file sequential read                                   ,          1203,    79.37us,      .0%, [          ],        59,       3.89,    20.39us average wait
     45, CAPSTONE  , WAIT, db file scattered read                                    ,           250,    16.49us,      .0%, [          ],         8,        .53,    31.25us average wait
     45, CAPSTONE  , WAIT, direct path read                                          ,         97911,     6.46ms,      .6%, [W         ],       539,      35.56,   181.65us average wait
     45, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            22,     1.45us,      .0%, [          ],         5,        .33,      4.4us average wait
     45, CAPSTONE  , WAIT, SQL*Net message from client                               ,      13012809,   858.55ms,    85.9%, [WWWWWWWWW ],         5,        .33,       2.6s average wait
     45, CAPSTONE  , WAIT, events in waitclass Other                                 ,           394,    25.99us,      .0%, [          ],        27,       1.78,    14.59us average wait
 
	8K_800X_RAND_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     45, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .34,         ,             ,          ,           ,        .03 per execution
     45, CAPSTONE  , STAT, opened cursors cumulative                                 ,           143,       9.69,         ,             ,          ,           ,          1 per execution
     45, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.07,         ,             ,          ,           ,         -1 actual value in end of snapshot
     45, CAPSTONE  , STAT, user calls                                                ,             8,        .54,         ,             ,          ,           ,        .06 per execution
     45, CAPSTONE  , STAT, recursive calls                                           ,           257,      17.41,         ,             ,          ,           ,    77.82us recursive CPU per recursive call
     45, CAPSTONE  , STAT, recursive cpu usage                                       ,             2,        .14,         ,             ,          ,           ,       20ms total recursive CPU usage
     45, CAPSTONE  , STAT, session logical reads                                     ,         37089,      2.51k,         ,             ,          ,           ,      37.1k total buffer visits
     45, CAPSTONE  , STAT, CPU used when call started                                ,             1,        .07,         ,             ,          ,           ,       10ms total CPU used when call started
     45, CAPSTONE  , STAT, CPU used by this session                                  ,           263,      17.82,         ,             ,          ,           ,      2.63s total CPU used by this session
     45, CAPSTONE  , STAT, DB time                                                   ,           273,       18.5,         ,             ,          ,           ,       1.91 per execution
     45, CAPSTONE  , STAT, user I/O wait time                                        ,             7,        .47,         ,             ,          ,           ,        .05 per execution
     45, CAPSTONE  , STAT, non-idle wait time                                        ,             6,        .41,         ,             ,          ,           ,        .04 per execution
     45, CAPSTONE  , STAT, non-idle wait count                                       ,           389,      26.36,         ,             ,          ,           ,       2.72 per execution
     45, CAPSTONE  , STAT, process last non-idle time                                ,            60,       4.07,         ,             ,          ,           ,        .42 per execution
     45, CAPSTONE  , STAT, session uga memory max                                    ,         65488,      4.44k,         ,             ,          ,           ,     65.49k actual value in end of snapshot
     45, CAPSTONE  , STAT, enqueue requests                                          ,            12,        .81,         ,             ,          ,           ,        .08 per execution
     45, CAPSTONE  , STAT, enqueue releases                                          ,            12,        .81,         ,             ,          ,           ,        .08 per execution
     45, CAPSTONE  , STAT, physical read total IO requests                           ,           356,      24.12,         ,             ,          ,           ,    842.76k bytes per request
     45, CAPSTONE  , STAT, physical read total multi block requests                  ,           287,      19.44,         ,             ,          ,           ,         69 total single block read requests
     45, CAPSTONE  , STAT, physical read total bytes                                 ,     300023808,     20.33M,         ,             ,          ,           ,       2.1M per execution
     45, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     300023808,     20.33M,         ,             ,          ,           ,       2.1M per execution
     45, CAPSTONE  , STAT, db block gets                                             ,             8,        .54,         ,             ,          ,           ,        .06 per execution
     45, CAPSTONE  , STAT, db block gets from cache                                  ,             8,        .54,         ,             ,          ,           ,        .06 per execution
     45, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             8,        .54,         ,             ,          ,           ,        .06 per execution
     45, CAPSTONE  , STAT, consistent gets                                           ,         37081,      2.51k,         ,             ,          ,           ,     259.31 per execution
     45, CAPSTONE  , STAT, consistent gets from cache                                ,           547,      37.06,         ,             ,          ,           ,       3.83 per execution
     45, CAPSTONE  , STAT, consistent gets pin                                       ,           322,      21.82,         ,             ,          ,           ,       2.25 per execution
     45, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           274,      18.56,         ,             ,          ,           ,       1.92 per execution
     45, CAPSTONE  , STAT, consistent gets examination                               ,           225,      15.24,         ,             ,          ,           ,       1.57 per execution
     45, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,           212,      14.36,         ,             ,          ,           ,       1.48 per execution
     45, CAPSTONE  , STAT, consistent gets direct                                    ,         36534,      2.48k,         ,             ,          ,           ,     255.48 per execution
     45, CAPSTONE  , STAT, logical read bytes from cache                             ,       4546560,    308.03k,         ,             ,          ,           ,     31.79k per execution
     45, CAPSTONE  , STAT, physical reads                                            ,         36624,      2.48k,         ,             ,          ,           ,     256.11 per execution
     45, CAPSTONE  , STAT, physical reads cache                                      ,            90,        6.1,         ,             ,          ,           ,        .63 per execution
     45, CAPSTONE  , STAT, physical reads direct                                     ,         36534,      2.48k,         ,             ,          ,           ,     255.48 per execution
     45, CAPSTONE  , STAT, physical read IO requests                                 ,           356,      24.12,         ,             ,          ,           ,    842.76k bytes per request
     45, CAPSTONE  , STAT, physical read bytes                                       ,     300023808,     20.33M,         ,             ,          ,           ,       2.1M per execution
     45, CAPSTONE  , STAT, free buffer requested                                     ,            90,        6.1,         ,             ,          ,           ,        .63 per execution
     45, CAPSTONE  , STAT, physical reads cache prefetch                             ,            29,       1.96,         ,             ,          ,           ,         .2 per execution
     45, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,            44,       2.98,         ,             ,          ,           ,        .31 per execution
     45, CAPSTONE  , STAT, calls to kcmgcs                                           ,            33,       2.24,         ,             ,          ,           ,        .23 per execution
     45, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,           166,      11.25,         ,             ,          ,           ,       1.16 per execution
     45, CAPSTONE  , STAT, file io service time                                      ,          2227,     150.88,         ,             ,          ,           ,     6.26us bad guess of IO service time per IO request
     45, CAPSTONE  , STAT, file io wait time                                         ,         60235,      4.08k,         ,             ,          ,           ,    169.2us bad guess of IO wait time per IO request
     45, CAPSTONE  , STAT, Number of read IOs issued                                 ,           295,      19.99,         ,             ,          ,           ,       2.06 per execution
     45, CAPSTONE  , STAT, no work - consistent read gets                            ,         36814,      2.49k,         ,             ,          ,           ,     257.44 per execution
     45, CAPSTONE  , STAT, table scans (short tables)                                ,             9,        .61,         ,             ,          ,           ,        .06 per execution
     45, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,        .01 per execution
     45, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .01 per execution
     45, CAPSTONE  , STAT, table scan rows gotten                                    ,      10015612,    678.57k,         ,             ,          ,           ,     70.04k per execution
     45, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10015612,    678.57k,         ,             ,          ,           ,     70.04k per execution
     45, CAPSTONE  , STAT, table scan blocks gotten                                  ,         36624,      2.48k,         ,             ,          ,           ,     256.11 per execution
     45, CAPSTONE  , STAT, table fetch by rowid                                      ,            66,       4.47,         ,             ,          ,           ,        .46 per execution
     45, CAPSTONE  , STAT, cluster key scans                                         ,            59,          4,         ,             ,          ,           ,        .41 per execution
     45, CAPSTONE  , STAT, cluster key scan block gets                               ,            64,       4.34,         ,             ,          ,           ,        .45 per execution
     45, CAPSTONE  , STAT, rows fetched via callback                                 ,             8,        .54,         ,             ,          ,           ,        .06 per execution
     45, CAPSTONE  , STAT, index fetch by key                                        ,            76,       5.15,         ,             ,          ,           ,        .53 per execution
     45, CAPSTONE  , STAT, index scans kdiixs1                                       ,            66,       4.47,         ,             ,          ,           ,        .46 per execution
     45, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             7,        .47,         ,             ,          ,           ,        .05 per execution
     45, CAPSTONE  , STAT, session cursor cache hits                                 ,           141,       9.55,         ,             ,          ,           ,        138 softparses avoided thanks to cursor cache
     45, CAPSTONE  , STAT, session cursor cache count                                ,            -1,       -.07,         ,             ,          ,           ,       -.01 per execution
     45, CAPSTONE  , STAT, cursor authentications                                    ,             1,        .07,         ,             ,          ,           ,        .01 per execution
     45, CAPSTONE  , STAT, buffer is pinned count                                    ,             9,        .61,         ,             ,          ,           ,        .02 % buffer gets avoided thanks to buffer pin caching
     45, CAPSTONE  , STAT, buffer is not pinned count                                ,           364,      24.66,         ,             ,          ,           ,       2.55 per execution
     45, CAPSTONE  , STAT, workarea executions - optimal                             ,            20,       1.36,         ,             ,          ,           ,        .14 per execution
     45, CAPSTONE  , STAT, parse time cpu                                            ,             2,        .14,         ,             ,          ,           ,       20ms total parse time CPU
     45, CAPSTONE  , STAT, parse time elapsed                                        ,             2,        .14,         ,             ,          ,           ,       20ms total parse time elapsed
     45, CAPSTONE  , STAT, parse count (total)                                       ,             3,         .2,         ,             ,          ,           ,        .25 softparses per hardparse
     45, CAPSTONE  , STAT, parse count (hard)                                        ,            12,        .81,         ,             ,          ,           ,        .08 per execution
     45, CAPSTONE  , STAT, execute count                                             ,           143,       9.69,         ,             ,          ,           ,      47.67 executions per parse
     45, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4959,     335.98,         ,             ,          ,           ,      991.8 bytes per roundtrip
     45, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           394,      26.69,         ,             ,          ,           ,       78.8 bytes per roundtrip
     45, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .34,         ,             ,          ,           ,        .03 per execution
     45, CAPSTONE  , STAT, sorts (memory)                                            ,            49,       3.32,         ,             ,          ,           ,        .34 per execution
     45, CAPSTONE  , STAT, sorts (rows)                                              ,           500,      33.88,         ,             ,          ,           ,        3.5 per execution
     45, CAPSTONE  , TIME, hard parse elapsed time                                   ,         26803,     1.82ms,      .2%, [          ],          ,           , 
     45, CAPSTONE  , TIME, repeated bind elapsed time                                ,           139,     9.42us,      .0%, [          ],          ,           , 
     45, CAPSTONE  , TIME, parse time elapsed                                        ,         27552,     1.87ms,      .2%, [          ],          ,           , 
     45, CAPSTONE  , TIME, DB CPU                                                    ,       2633506,   178.42ms,    17.8%, [@@        ],          ,           , 
     45, CAPSTONE  , TIME, sql execute elapsed time                                  ,       2722376,   184.44ms,    18.4%, [##        ],          ,           , 
     45, CAPSTONE  , TIME, DB time                                                   ,       2728460,   184.86ms,    18.5%, [##        ],          ,           ,        .11 % unaccounted time
     45, CAPSTONE  , WAIT, db file sequential read                                   ,           748,    50.68us,      .0%, [          ],        56,       3.79,    13.36us average wait
     45, CAPSTONE  , WAIT, db file scattered read                                    ,           134,     9.08us,      .0%, [          ],         5,        .34,     26.8us average wait
     45, CAPSTONE  , WAIT, direct path read                                          ,         65522,     4.44ms,      .4%, [          ],       295,      19.99,   222.11us average wait
     45, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            16,     1.08us,      .0%, [          ],         5,        .34,      3.2us average wait
     45, CAPSTONE  , WAIT, SQL*Net message from client                               ,      12014596,      814ms,    81.4%, [WWWWWWWWW ],         5,        .34,       2.4s average wait
     45, CAPSTONE  , WAIT, events in waitclass Other                                 ,           289,    19.58us,      .0%, [          ],        28,        1.9,    10.32us average wait
 
	8K_800X_SORT_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     45, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .33,         ,             ,          ,           ,        .03 per execution
     45, CAPSTONE  , STAT, opened cursors cumulative                                 ,           144,       9.53,         ,             ,          ,           ,          1 per execution
     45, CAPSTONE  , STAT, user calls                                                ,             8,        .53,         ,             ,          ,           ,        .06 per execution
     45, CAPSTONE  , STAT, recursive calls                                           ,           288,      19.06,         ,             ,          ,           ,    69.44us recursive CPU per recursive call
     45, CAPSTONE  , STAT, recursive cpu usage                                       ,             2,        .13,         ,             ,          ,           ,       20ms total recursive CPU usage
     45, CAPSTONE  , STAT, session logical reads                                     ,         28105,      1.86k,         ,             ,          ,           ,     28.11k total buffer visits
     45, CAPSTONE  , STAT, CPU used when call started                                ,           196,      12.97,         ,             ,          ,           ,      1.96s total CPU used when call started
     45, CAPSTONE  , STAT, CPU used by this session                                  ,           195,       12.9,         ,             ,          ,           ,      1.95s total CPU used by this session
     45, CAPSTONE  , STAT, DB time                                                   ,           202,      13.37,         ,             ,          ,           ,        1.4 per execution
     45, CAPSTONE  , STAT, user I/O wait time                                        ,             5,        .33,         ,             ,          ,           ,        .03 per execution
     45, CAPSTONE  , STAT, non-idle wait time                                        ,             5,        .33,         ,             ,          ,           ,        .03 per execution
     45, CAPSTONE  , STAT, non-idle wait count                                       ,           320,      21.18,         ,             ,          ,           ,       2.22 per execution
     45, CAPSTONE  , STAT, process last non-idle time                                ,            83,       5.49,         ,             ,          ,           ,        .58 per execution
     45, CAPSTONE  , STAT, enqueue requests                                          ,            12,        .79,         ,             ,          ,           ,        .08 per execution
     45, CAPSTONE  , STAT, enqueue releases                                          ,            12,        .79,         ,             ,          ,           ,        .08 per execution
     45, CAPSTONE  , STAT, physical read total IO requests                           ,           287,      18.99,         ,             ,          ,           ,    789.06k bytes per request
     45, CAPSTONE  , STAT, physical read total multi block requests                  ,           216,      14.29,         ,             ,          ,           ,         71 total single block read requests
     45, CAPSTONE  , STAT, physical read total bytes                                 ,     226459648,     14.99M,         ,             ,          ,           ,      1.57M per execution
     45, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     226459648,     14.99M,         ,             ,          ,           ,      1.57M per execution
     45, CAPSTONE  , STAT, db block gets                                             ,             7,        .46,         ,             ,          ,           ,        .05 per execution
     45, CAPSTONE  , STAT, db block gets from cache                                  ,             7,        .46,         ,             ,          ,           ,        .05 per execution
     45, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             5,        .33,         ,             ,          ,           ,        .03 per execution
     45, CAPSTONE  , STAT, consistent gets                                           ,         28098,      1.86k,         ,             ,          ,           ,     195.13 per execution
     45, CAPSTONE  , STAT, consistent gets from cache                                ,           545,      36.06,         ,             ,          ,           ,       3.78 per execution
     45, CAPSTONE  , STAT, consistent gets pin                                       ,           319,      21.11,         ,             ,          ,           ,       2.22 per execution
     45, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           270,      17.87,         ,             ,          ,           ,       1.88 per execution
     45, CAPSTONE  , STAT, consistent gets examination                               ,           226,      14.96,         ,             ,          ,           ,       1.57 per execution
     45, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,           214,      14.16,         ,             ,          ,           ,       1.49 per execution
     45, CAPSTONE  , STAT, consistent gets direct                                    ,         27553,      1.82k,         ,             ,          ,           ,     191.34 per execution
     45, CAPSTONE  , STAT, logical read bytes from cache                             ,       4521984,    299.24k,         ,             ,          ,           ,      31.4k per execution
     45, CAPSTONE  , STAT, physical reads                                            ,         27644,      1.83k,         ,             ,          ,           ,     191.97 per execution
     45, CAPSTONE  , STAT, physical reads cache                                      ,            91,       6.02,         ,             ,          ,           ,        .63 per execution
     45, CAPSTONE  , STAT, physical reads direct                                     ,         27553,      1.82k,         ,             ,          ,           ,     191.34 per execution
     45, CAPSTONE  , STAT, physical read IO requests                                 ,           287,      18.99,         ,             ,          ,           ,    789.06k bytes per request
     45, CAPSTONE  , STAT, physical read bytes                                       ,     226459648,     14.99M,         ,             ,          ,           ,      1.57M per execution
     45, CAPSTONE  , STAT, free buffer requested                                     ,            91,       6.02,         ,             ,          ,           ,        .63 per execution
     45, CAPSTONE  , STAT, physical reads cache prefetch                             ,            28,       1.85,         ,             ,          ,           ,        .19 per execution
     45, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,            43,       2.85,         ,             ,          ,           ,         .3 per execution
     45, CAPSTONE  , STAT, calls to kcmgcs                                           ,            31,       2.05,         ,             ,          ,           ,        .22 per execution
     45, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,           167,      11.05,         ,             ,          ,           ,       1.16 per execution
     45, CAPSTONE  , STAT, file io service time                                      ,          1285,      85.03,         ,             ,          ,           ,     4.48us bad guess of IO service time per IO request
     45, CAPSTONE  , STAT, file io wait time                                         ,         41214,      2.73k,         ,             ,          ,           ,    143.6us bad guess of IO wait time per IO request
     45, CAPSTONE  , STAT, Number of read IOs issued                                 ,           224,      14.82,         ,             ,          ,           ,       1.56 per execution
     45, CAPSTONE  , STAT, no work - consistent read gets                            ,         27833,      1.84k,         ,             ,          ,           ,     193.28 per execution
     45, CAPSTONE  , STAT, table scans (short tables)                                ,             9,         .6,         ,             ,          ,           ,        .06 per execution
     45, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,        .01 per execution
     45, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .01 per execution
     45, CAPSTONE  , STAT, table scan rows gotten                                    ,      10015612,    662.77k,         ,             ,          ,           ,     69.55k per execution
     45, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10015612,    662.77k,         ,             ,          ,           ,     69.55k per execution
     45, CAPSTONE  , STAT, table scan blocks gotten                                  ,         27642,      1.83k,         ,             ,          ,           ,     191.96 per execution
     45, CAPSTONE  , STAT, table fetch by rowid                                      ,            66,       4.37,         ,             ,          ,           ,        .46 per execution
     45, CAPSTONE  , STAT, cluster key scans                                         ,            60,       3.97,         ,             ,          ,           ,        .42 per execution
     45, CAPSTONE  , STAT, cluster key scan block gets                               ,            65,        4.3,         ,             ,          ,           ,        .45 per execution
     45, CAPSTONE  , STAT, rows fetched via callback                                 ,             8,        .53,         ,             ,          ,           ,        .06 per execution
     45, CAPSTONE  , STAT, index fetch by key                                        ,            77,        5.1,         ,             ,          ,           ,        .53 per execution
     45, CAPSTONE  , STAT, index scans kdiixs1                                       ,            66,       4.37,         ,             ,          ,           ,        .46 per execution
     45, CAPSTONE  , STAT, CCursor + sql area evicted                                ,            11,        .73,         ,             ,          ,           ,        .08 per execution
