	8K_800X_NOCOMPRESS_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     61, CAPSTONE  , STAT, cluster key scan block gets                               ,            65,       4.32,         ,             ,          ,           ,        .45 per execution
     61, CAPSTONE  , STAT, rows fetched via callback                                 ,             8,        .53,         ,             ,          ,           ,        .06 per execution
     61, CAPSTONE  , STAT, index fetch by key                                        ,            77,       5.12,         ,             ,          ,           ,        .53 per execution
     61, CAPSTONE  , STAT, index scans kdiixs1                                       ,            67,       4.45,         ,             ,          ,           ,        .46 per execution
     61, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             9,         .6,         ,             ,          ,           ,        .06 per execution
     61, CAPSTONE  , STAT, session cursor cache hits                                 ,           141,       9.37,         ,             ,          ,           ,        135 softparses avoided thanks to cursor cache
     61, CAPSTONE  , STAT, cursor authentications                                    ,             2,        .13,         ,             ,          ,           ,        .01 per execution
     61, CAPSTONE  , STAT, buffer is pinned count                                    ,             8,        .53,         ,             ,          ,           ,        .01 % buffer gets avoided thanks to buffer pin caching
     61, CAPSTONE  , STAT, buffer is not pinned count                                ,           369,      24.52,         ,             ,          ,           ,       2.54 per execution
     61, CAPSTONE  , STAT, workarea executions - optimal                             ,            20,       1.33,         ,             ,          ,           ,        .14 per execution
     61, CAPSTONE  , STAT, parse time cpu                                            ,             4,        .27,         ,             ,          ,           ,       40ms total parse time CPU
     61, CAPSTONE  , STAT, parse time elapsed                                        ,             4,        .27,         ,             ,          ,           ,       40ms total parse time elapsed
     61, CAPSTONE  , STAT, parse count (total)                                       ,             6,         .4,         ,             ,          ,           ,        .43 softparses per hardparse
     61, CAPSTONE  , STAT, parse count (hard)                                        ,            14,        .93,         ,             ,          ,           ,         .1 per execution
     61, CAPSTONE  , STAT, execute count                                             ,           145,       9.64,         ,             ,          ,           ,      24.17 executions per parse
     61, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4504,     299.32,         ,             ,          ,           ,      900.8 bytes per roundtrip
     61, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           398,      26.45,         ,             ,          ,           ,       79.6 bytes per roundtrip
     61, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .33,         ,             ,          ,           ,        .03 per execution
     61, CAPSTONE  , STAT, sorts (memory)                                            ,            49,       3.26,         ,             ,          ,           ,        .34 per execution
     61, CAPSTONE  , STAT, sorts (rows)                                              ,           500,      33.23,         ,             ,          ,           ,       3.45 per execution
     61, CAPSTONE  , TIME, hard parse elapsed time                                   ,         36249,     2.41ms,      .2%, [          ],          ,           , 
     61, CAPSTONE  , TIME, repeated bind elapsed time                                ,            74,     4.92us,      .0%, [          ],          ,           , 
     61, CAPSTONE  , TIME, parse time elapsed                                        ,         37527,     2.49ms,      .2%, [          ],          ,           , 
     61, CAPSTONE  , TIME, DB CPU                                                    ,       2670731,   177.49ms,    17.7%, [@@        ],          ,           , 
     61, CAPSTONE  , TIME, sql execute elapsed time                                  ,      11078936,   736.27ms,    73.6%, [########  ],          ,           , 
     61, CAPSTONE  , TIME, DB time                                                   ,      11086961,    736.8ms,    73.7%, [########  ],          ,           ,       1.81 % unaccounted time
     61, CAPSTONE  , WAIT, Disk file operations I/O                                  ,            27,     1.79us,      .0%, [          ],         1,        .07,       27us average wait
     61, CAPSTONE  , WAIT, db file sequential read                                   ,         87193,     5.79ms,      .6%, [W         ],        59,       3.92,     1.48ms average wait
     61, CAPSTONE  , WAIT, db file scattered read                                    ,         10806,   718.13us,      .1%, [          ],         8,        .53,     1.35ms average wait
     61, CAPSTONE  , WAIT, direct path read                                          ,       8949448,   594.75ms,    59.5%, [WWWWWW    ],       539,      35.82,     16.6ms average wait
     61, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            27,     1.79us,      .0%, [          ],         5,        .33,      5.4us average wait
     61, CAPSTONE  , WAIT, SQL*Net message from client                               ,       3687458,   245.06ms,    24.5%, [WWW       ],         5,        .33,   737.49ms average wait
     61, CAPSTONE  , WAIT, events in waitclass Other                                 ,           344,    22.86us,      .0%, [          ],        30,       1.99,    11.47us average wait
 
	8K_800X_RAND_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     61, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     61, CAPSTONE  , STAT, opened cursors cumulative                                 ,            45,       2.97,         ,             ,          ,           ,          1 per execution
     61, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.07,         ,             ,          ,           ,         -1 actual value in end of snapshot
     61, CAPSTONE  , STAT, user calls                                                ,             7,        .46,         ,             ,          ,           ,        .16 per execution
     61, CAPSTONE  , STAT, recursive calls                                           ,            65,       4.29,         ,             ,          ,           ,   153.85us recursive CPU per recursive call
     61, CAPSTONE  , STAT, recursive cpu usage                                       ,             1,        .07,         ,             ,          ,           ,       10ms total recursive CPU usage
     61, CAPSTONE  , STAT, session logical reads                                     ,         36760,      2.43k,         ,             ,          ,           ,     36.77k total buffer visits
     61, CAPSTONE  , STAT, CPU used by this session                                  ,           272,      17.95,         ,             ,          ,           ,      2.72s total CPU used by this session
     61, CAPSTONE  , STAT, DB time                                                   ,           496,      32.74,         ,             ,          ,           ,      11.02 per execution
     61, CAPSTONE  , STAT, user I/O wait time                                        ,           223,      14.72,         ,             ,          ,           ,       4.96 per execution
     61, CAPSTONE  , STAT, non-idle wait time                                        ,           223,      14.72,         ,             ,          ,           ,       4.96 per execution
     61, CAPSTONE  , STAT, non-idle wait count                                       ,           350,       23.1,         ,             ,          ,           ,       7.78 per execution
     61, CAPSTONE  , STAT, process last non-idle time                                ,            83,       5.48,         ,             ,          ,           ,       1.84 per execution
     61, CAPSTONE  , STAT, enqueue requests                                          ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     61, CAPSTONE  , STAT, enqueue releases                                          ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     61, CAPSTONE  , STAT, physical read total IO requests                           ,           317,      20.92,         ,             ,          ,           ,    945.44k bytes per request
     61, CAPSTONE  , STAT, physical read total multi block requests                  ,           287,      18.94,         ,             ,          ,           ,         30 total single block read requests
     61, CAPSTONE  , STAT, physical read total bytes                                 ,     299704320,     19.78M,         ,             ,          ,           ,      6.66M per execution
     61, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     299704320,     19.78M,         ,             ,          ,           ,      6.66M per execution
     61, CAPSTONE  , STAT, db block gets                                             ,             8,        .53,         ,             ,          ,           ,        .18 per execution
     61, CAPSTONE  , STAT, db block gets from cache                                  ,             8,        .53,         ,             ,          ,           ,        .18 per execution
     61, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             8,        .53,         ,             ,          ,           ,        .18 per execution
     61, CAPSTONE  , STAT, consistent gets                                           ,         36752,      2.43k,         ,             ,          ,           ,     816.71 per execution
     61, CAPSTONE  , STAT, consistent gets from cache                                ,           218,      14.39,         ,             ,          ,           ,       4.84 per execution
     61, CAPSTONE  , STAT, consistent gets pin                                       ,           149,       9.83,         ,             ,          ,           ,       3.31 per execution
     61, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           132,       8.71,         ,             ,          ,           ,       2.93 per execution
     61, CAPSTONE  , STAT, consistent gets examination                               ,            69,       4.55,         ,             ,          ,           ,       1.53 per execution
     61, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,            64,       4.22,         ,             ,          ,           ,       1.42 per execution
     61, CAPSTONE  , STAT, consistent gets direct                                    ,         36534,      2.41k,         ,             ,          ,           ,     811.87 per execution
     61, CAPSTONE  , STAT, logical read bytes from cache                             ,       1851392,    122.19k,         ,             ,          ,           ,     41.14k per execution
     61, CAPSTONE  , STAT, physical reads                                            ,         36585,      2.41k,         ,             ,          ,           ,        813 per execution
     61, CAPSTONE  , STAT, physical reads cache                                      ,            51,       3.37,         ,             ,          ,           ,       1.13 per execution
     61, CAPSTONE  , STAT, physical reads direct                                     ,         36534,      2.41k,         ,             ,          ,           ,     811.87 per execution
     61, CAPSTONE  , STAT, physical read IO requests                                 ,           317,      20.92,         ,             ,          ,           ,    945.44k bytes per request
     61, CAPSTONE  , STAT, physical read bytes                                       ,     299704320,     19.78M,         ,             ,          ,           ,      6.66M per execution
     61, CAPSTONE  , STAT, free buffer requested                                     ,            51,       3.37,         ,             ,          ,           ,       1.13 per execution
     61, CAPSTONE  , STAT, physical reads cache prefetch                             ,            29,       1.91,         ,             ,          ,           ,        .64 per execution
     61, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,             7,        .46,         ,             ,          ,           ,        .16 per execution
     61, CAPSTONE  , STAT, calls to kcmgcs                                           ,            25,       1.65,         ,             ,          ,           ,        .56 per execution
     61, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,            51,       3.37,         ,             ,          ,           ,       1.13 per execution
     61, CAPSTONE  , STAT, file io service time                                      ,          1540,     101.64,         ,             ,          ,           ,     4.86us bad guess of IO service time per IO request
     61, CAPSTONE  , STAT, file io wait time                                         ,       2220642,    146.56k,         ,             ,          ,           ,     7.01ms bad guess of IO wait time per IO request
     61, CAPSTONE  , STAT, Number of read IOs issued                                 ,           295,      19.47,         ,             ,          ,           ,       6.56 per execution
     61, CAPSTONE  , STAT, no work - consistent read gets                            ,         36651,      2.42k,         ,             ,          ,           ,     814.47 per execution
     61, CAPSTONE  , STAT, table scans (short tables)                                ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     61, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     61, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     61, CAPSTONE  , STAT, table scan rows gotten                                    ,      10014056,    660.93k,         ,             ,          ,           ,    222.53k per execution
     61, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10014056,    660.93k,         ,             ,          ,           ,    222.53k per execution
     61, CAPSTONE  , STAT, table scan blocks gotten                                  ,         36596,      2.42k,         ,             ,          ,           ,     813.24 per execution
     61, CAPSTONE  , STAT, table fetch by rowid                                      ,            26,       1.72,         ,             ,          ,           ,        .58 per execution
     61, CAPSTONE  , STAT, cluster key scans                                         ,            11,        .73,         ,             ,          ,           ,        .24 per execution
     61, CAPSTONE  , STAT, cluster key scan block gets                               ,            11,        .73,         ,             ,          ,           ,        .24 per execution
     61, CAPSTONE  , STAT, rows fetched via callback                                 ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     61, CAPSTONE  , STAT, index fetch by key                                        ,            21,       1.39,         ,             ,          ,           ,        .47 per execution
     61, CAPSTONE  , STAT, index scans kdiixs1                                       ,            22,       1.45,         ,             ,          ,           ,        .49 per execution
     61, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             2,        .13,         ,             ,          ,           ,        .04 per execution
     61, CAPSTONE  , STAT, session cursor cache hits                                 ,            43,       2.84,         ,             ,          ,           ,         40 softparses avoided thanks to cursor cache
     61, CAPSTONE  , STAT, session cursor cache count                                ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     61, CAPSTONE  , STAT, cursor authentications                                    ,             1,        .07,         ,             ,          ,           ,        .02 per execution
     61, CAPSTONE  , STAT, buffer is pinned count                                    ,             9,        .59,         ,             ,          ,           ,        .02 % buffer gets avoided thanks to buffer pin caching
     61, CAPSTONE  , STAT, buffer is not pinned count                                ,           121,       7.99,         ,             ,          ,           ,       2.69 per execution
     61, CAPSTONE  , STAT, workarea executions - optimal                             ,             7,        .46,         ,             ,          ,           ,        .16 per execution
     61, CAPSTONE  , STAT, parse time cpu                                            ,             1,        .07,         ,             ,          ,           ,       10ms total parse time CPU
     61, CAPSTONE  , STAT, parse time elapsed                                        ,             2,        .13,         ,             ,          ,           ,       20ms total parse time elapsed
     61, CAPSTONE  , STAT, parse count (total)                                       ,             3,         .2,         ,             ,          ,           ,         .6 softparses per hardparse
     61, CAPSTONE  , STAT, parse count (hard)                                        ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     61, CAPSTONE  , STAT, execute count                                             ,            45,       2.97,         ,             ,          ,           ,         15 executions per parse
     61, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4964,     327.62,         ,             ,          ,           ,      992.8 bytes per roundtrip
     61, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           386,      25.48,         ,             ,          ,           ,       77.2 bytes per roundtrip
     61, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .33,         ,             ,          ,           ,        .11 per execution
     61, CAPSTONE  , STAT, sorts (memory)                                            ,             7,        .46,         ,             ,          ,           ,        .16 per execution
     61, CAPSTONE  , STAT, sorts (rows)                                              ,            13,        .86,         ,             ,          ,           ,        .29 per execution
     61, CAPSTONE  , TIME, hard parse elapsed time                                   ,         14238,   939.71us,      .1%, [          ],          ,           , 
     61, CAPSTONE  , TIME, repeated bind elapsed time                                ,            86,     5.68us,      .0%, [          ],          ,           , 
     61, CAPSTONE  , TIME, parse time elapsed                                        ,         14761,   974.23us,      .1%, [          ],          ,           , 
     61, CAPSTONE  , TIME, DB CPU                                                    ,       2722677,    179.7ms,    18.0%, [@@        ],          ,           , 
     61, CAPSTONE  , TIME, sql execute elapsed time                                  ,       4951781,   326.82ms,    32.7%, [####      ],          ,           , 
     61, CAPSTONE  , TIME, DB time                                                   ,       4957878,   327.22ms,    32.7%, [####      ],          ,           ,       1.61 % unaccounted time
     61, CAPSTONE  , WAIT, db file sequential read                                   ,         85300,     5.63ms,      .6%, [W         ],        17,       1.12,     5.02ms average wait
     61, CAPSTONE  , WAIT, db file scattered read                                    ,          5002,   330.13us,      .0%, [          ],         5,        .33,        1ms average wait
     61, CAPSTONE  , WAIT, direct path read                                          ,       2138505,   141.14ms,    14.1%, [WW        ],       295,      19.47,     7.25ms average wait
     61, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            23,     1.52us,      .0%, [          ],         5,        .33,      4.6us average wait
     61, CAPSTONE  , WAIT, SQL*Net message from client                               ,       9948899,   656.63ms,    65.7%, [WWWWWWW   ],         5,        .33,      1.99s average wait
     61, CAPSTONE  , WAIT, events in waitclass Other                                 ,           290,    19.14us,      .0%, [          ],        28,       1.85,    10.36us average wait
 
	8K_800X_SORT_LARGE
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     61, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .33,         ,             ,          ,           ,        .05 per execution
     61, CAPSTONE  , STAT, opened cursors cumulative                                 ,            99,       6.59,         ,             ,          ,           ,          1 per execution
     61, CAPSTONE  , STAT, opened cursors current                                    ,            -1,       -.07,         ,             ,          ,           ,         -1 actual value in end of snapshot
     61, CAPSTONE  , STAT, user calls                                                ,             7,        .47,         ,             ,          ,           ,        .07 per execution
     61, CAPSTONE  , STAT, recursive calls                                           ,           209,      13.92,         ,             ,          ,           ,    47.85us recursive CPU per recursive call
     61, CAPSTONE  , STAT, recursive cpu usage                                       ,             1,        .07,         ,             ,          ,           ,       10ms total recursive CPU usage
     61, CAPSTONE  , STAT, session logical reads                                     ,         27970,      1.86k,         ,             ,          ,           ,     27.98k total buffer visits
     61, CAPSTONE  , STAT, CPU used by this session                                  ,           209,      13.92,         ,             ,          ,           ,      2.09s total CPU used by this session
     61, CAPSTONE  , STAT, DB time                                                   ,           365,      24.31,         ,             ,          ,           ,       3.69 per execution
     61, CAPSTONE  , STAT, user I/O wait time                                        ,           155,      10.32,         ,             ,          ,           ,       1.57 per execution
     61, CAPSTONE  , STAT, non-idle wait time                                        ,           156,      10.39,         ,             ,          ,           ,       1.58 per execution
     61, CAPSTONE  , STAT, non-idle wait count                                       ,           305,      20.31,         ,             ,          ,           ,       3.08 per execution
     61, CAPSTONE  , STAT, process last non-idle time                                ,            67,       4.46,         ,             ,          ,           ,        .68 per execution
     61, CAPSTONE  , STAT, enqueue requests                                          ,             8,        .53,         ,             ,          ,           ,        .08 per execution
     61, CAPSTONE  , STAT, enqueue releases                                          ,             8,        .53,         ,             ,          ,           ,        .08 per execution
     61, CAPSTONE  , STAT, physical read total IO requests                           ,           272,      18.11,         ,             ,          ,           ,    832.12k bytes per request
     61, CAPSTONE  , STAT, physical read total multi block requests                  ,           216,      14.38,         ,             ,          ,           ,         56 total single block read requests
     61, CAPSTONE  , STAT, physical read total bytes                                 ,     226336768,     15.07M,         ,             ,          ,           ,      2.29M per execution
     61, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,     226336768,     15.07M,         ,             ,          ,           ,      2.29M per execution
     61, CAPSTONE  , STAT, db block gets                                             ,             7,        .47,         ,             ,          ,           ,        .07 per execution
     61, CAPSTONE  , STAT, db block gets from cache                                  ,             7,        .47,         ,             ,          ,           ,        .07 per execution
     61, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             7,        .47,         ,             ,          ,           ,        .07 per execution
     61, CAPSTONE  , STAT, consistent gets                                           ,         27963,      1.86k,         ,             ,          ,           ,     282.45 per execution
     61, CAPSTONE  , STAT, consistent gets from cache                                ,           410,       27.3,         ,             ,          ,           ,       4.14 per execution
     61, CAPSTONE  , STAT, consistent gets pin                                       ,           253,      16.85,         ,             ,          ,           ,       2.56 per execution
     61, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           215,      14.32,         ,             ,          ,           ,       2.17 per execution
     61, CAPSTONE  , STAT, consistent gets examination                               ,           157,      10.45,         ,             ,          ,           ,       1.59 per execution
     61, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,           147,       9.79,         ,             ,          ,           ,       1.48 per execution
     61, CAPSTONE  , STAT, consistent gets direct                                    ,         27553,      1.83k,         ,             ,          ,           ,     278.31 per execution
     61, CAPSTONE  , STAT, logical read bytes from cache                             ,       3416064,    227.48k,         ,             ,          ,           ,     34.51k per execution
     61, CAPSTONE  , STAT, physical reads                                            ,         27629,      1.84k,         ,             ,          ,           ,     279.08 per execution
     61, CAPSTONE  , STAT, physical reads cache                                      ,            76,       5.06,         ,             ,          ,           ,        .77 per execution
     61, CAPSTONE  , STAT, physical reads direct                                     ,         27553,      1.83k,         ,             ,          ,           ,     278.31 per execution
     61, CAPSTONE  , STAT, physical read IO requests                                 ,           272,      18.11,         ,             ,          ,           ,    832.12k bytes per request
     61, CAPSTONE  , STAT, physical read bytes                                       ,     226336768,     15.07M,         ,             ,          ,           ,      2.29M per execution
     61, CAPSTONE  , STAT, free buffer requested                                     ,            76,       5.06,         ,             ,          ,           ,        .77 per execution
     61, CAPSTONE  , STAT, physical reads cache prefetch                             ,            28,       1.86,         ,             ,          ,           ,        .28 per execution
     61, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,            18,        1.2,         ,             ,          ,           ,        .18 per execution
     61, CAPSTONE  , STAT, calls to kcmgcs                                           ,            31,       2.06,         ,             ,          ,           ,        .31 per execution
     61, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,           112,       7.46,         ,             ,          ,           ,       1.13 per execution
     61, CAPSTONE  , STAT, file io service time                                      ,          1237,      82.37,         ,             ,          ,           ,     4.55us bad guess of IO service time per IO request
     61, CAPSTONE  , STAT, file io wait time                                         ,       1546222,    102.96k,         ,             ,          ,           ,     5.68ms bad guess of IO wait time per IO request
     61, CAPSTONE  , STAT, Number of read IOs issued                                 ,           224,      14.92,         ,             ,          ,           ,       2.26 per execution
     61, CAPSTONE  , STAT, no work - consistent read gets                            ,         27767,      1.85k,         ,             ,          ,           ,     280.47 per execution
     61, CAPSTONE  , STAT, table scans (short tables)                                ,             9,         .6,         ,             ,          ,           ,        .09 per execution
     61, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .07,         ,             ,          ,           ,        .01 per execution
     61, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .07,         ,             ,          ,           ,        .01 per execution
     61, CAPSTONE  , STAT, table scan rows gotten                                    ,      10015612,    666.95k,         ,             ,          ,           ,    101.17k per execution
     61, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,      10015612,    666.95k,         ,             ,          ,           ,    101.17k per execution
     61, CAPSTONE  , STAT, table scan blocks gotten                                  ,         27642,      1.84k,         ,             ,          ,           ,     279.21 per execution
     61, CAPSTONE  , STAT, table fetch by rowid                                      ,            45,          3,         ,             ,          ,           ,        .45 per execution
     61, CAPSTONE  , STAT, cluster key scans                                         ,            37,       2.46,         ,             ,          ,           ,        .37 per execution
     61, CAPSTONE  , STAT, cluster key scan block gets                               ,            42,        2.8,         ,             ,          ,           ,        .42 per execution
     61, CAPSTONE  , STAT, rows fetched via callback                                 ,             8,        .53,         ,             ,          ,           ,        .08 per execution
     61, CAPSTONE  , STAT, index fetch by key                                        ,            54,        3.6,         ,             ,          ,           ,        .55 per execution
     61, CAPSTONE  , STAT, index scans kdiixs1                                       ,            44,       2.93,         ,             ,          ,           ,        .44 per execution
     61, CAPSTONE  , STAT, CCursor + sql area evicted                                ,             5,        .33,         ,             ,          ,           ,        .05 per execution
     61, CAPSTONE  , STAT, session cursor cache hits                                 ,            97,       6.46,         ,             ,          ,           ,         94 softparses avoided thanks to cursor cache
