	8K_800X_SORT
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                                    
     47, CAPSTONE  , STAT, consistent gets direct                                    ,          1362,      66.74,         ,             ,          ,           ,      34.92 per execution
     47, CAPSTONE  , STAT, logical read bytes from cache                             ,       1302528,     63.83k,         ,             ,          ,           ,      33.4k per execution
     47, CAPSTONE  , STAT, physical reads                                            ,          1368,      67.03,         ,             ,          ,           ,      35.08 per execution
     47, CAPSTONE  , STAT, physical reads cache                                      ,             6,        .29,         ,             ,          ,           ,        .15 per execution
     47, CAPSTONE  , STAT, physical reads direct                                     ,          1362,      66.74,         ,             ,          ,           ,      34.92 per execution
     47, CAPSTONE  , STAT, physical read IO requests                                 ,            30,       1.47,         ,             ,          ,           ,    746.56k bytes per request
     47, CAPSTONE  , STAT, physical read bytes                                       ,      22396928,       1.1M,         ,             ,          ,           ,    574.28k per execution
     47, CAPSTONE  , STAT, free buffer requested                                     ,             6,        .29,         ,             ,          ,           ,        .15 per execution
     47, CAPSTONE  , STAT, physical reads cache prefetch                             ,             1,        .05,         ,             ,          ,           ,        .03 per execution
     47, CAPSTONE  , STAT, shared hash latch upgrades - no wait                      ,             1,        .05,         ,             ,          ,           ,        .03 per execution
     47, CAPSTONE  , STAT, calls to kcmgcs                                           ,            15,        .74,         ,             ,          ,           ,        .38 per execution
     47, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,            41,       2.01,         ,             ,          ,           ,       1.05 per execution
     47, CAPSTONE  , STAT, file io service time                                      ,           258,      12.64,         ,             ,          ,           ,      8.6us bad guess of IO service time per IO request
     47, CAPSTONE  , STAT, file io wait time                                         ,          5218,     255.69,         ,             ,          ,           ,   173.93us bad guess of IO wait time per IO request
     47, CAPSTONE  , STAT, Number of read IOs issued                                 ,            25,       1.23,         ,             ,          ,           ,        .64 per execution
     47, CAPSTONE  , STAT, no work - consistent read gets                            ,          1419,      69.53,         ,             ,          ,           ,      36.38 per execution
     47, CAPSTONE  , STAT, table scans (short tables)                                ,             3,        .15,         ,             ,          ,           ,        .08 per execution
     47, CAPSTONE  , STAT, table scans (long tables)                                 ,             1,        .05,         ,             ,          ,           ,        .03 per execution
     47, CAPSTONE  , STAT, table scans (direct read)                                 ,             1,        .05,         ,             ,          ,           ,        .03 per execution
     47, CAPSTONE  , STAT, table scan rows gotten                                    ,       1002028,      49.1k,         ,             ,          ,           ,     25.69k per execution
     47, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,       1002028,      49.1k,         ,             ,          ,           ,     25.69k per execution
     47, CAPSTONE  , STAT, table scan blocks gotten                                  ,          1378,      67.52,         ,             ,          ,           ,      35.33 per execution
     47, CAPSTONE  , STAT, table fetch by rowid                                      ,            14,        .69,         ,             ,          ,           ,        .36 per execution
     47, CAPSTONE  , STAT, cluster key scans                                         ,            12,        .59,         ,             ,          ,           ,        .31 per execution
     47, CAPSTONE  , STAT, cluster key scan block gets                               ,            14,        .69,         ,             ,          ,           ,        .36 per execution
     47, CAPSTONE  , STAT, rows fetched via callback                                 ,             5,        .25,         ,             ,          ,           ,        .13 per execution
     47, CAPSTONE  , STAT, index fetch by key                                        ,            19,        .93,         ,             ,          ,           ,        .49 per execution
     47, CAPSTONE  , STAT, index scans kdiixs1                                       ,            18,        .88,         ,             ,          ,           ,        .46 per execution
     47, CAPSTONE  , STAT, session cursor cache hits                                 ,            37,       1.81,         ,             ,          ,           ,         35 softparses avoided thanks to cursor cache
     47, CAPSTONE  , STAT, session cursor cache count                                ,            -1,       -.05,         ,             ,          ,           ,       -.03 per execution
     47, CAPSTONE  , STAT, buffer is pinned count                                    ,             5,        .25,         ,             ,          ,           ,        .33 % buffer gets avoided thanks to buffer pin caching
     47, CAPSTONE  , STAT, buffer is not pinned count                                ,            91,       4.46,         ,             ,          ,           ,       2.33 per execution
     47, CAPSTONE  , STAT, workarea executions - optimal                             ,             7,        .34,         ,             ,          ,           ,        .18 per execution
     47, CAPSTONE  , STAT, parse count (total)                                       ,             2,         .1,         ,             ,          ,           ,          2 softparses per hardparse
     47, CAPSTONE  , STAT, parse count (hard)                                        ,             1,        .05,         ,             ,          ,           ,        .03 per execution
     47, CAPSTONE  , STAT, execute count                                             ,            39,       1.91,         ,             ,          ,           ,       19.5 executions per parse
     47, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4319,     211.64,         ,             ,          ,           ,      863.8 bytes per roundtrip
     47, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           384,      18.82,         ,             ,          ,           ,       76.8 bytes per roundtrip
     47, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .25,         ,             ,          ,           ,        .13 per execution
     47, CAPSTONE  , STAT, sorts (memory)                                            ,            10,        .49,         ,             ,          ,           ,        .26 per execution
     47, CAPSTONE  , STAT, sorts (rows)                                              ,             7,        .34,         ,             ,          ,           ,        .18 per execution
     47, CAPSTONE  , TIME, hard parse elapsed time                                   ,          5274,   258.43us,      .0%, [          ],          ,           , 
     47, CAPSTONE  , TIME, repeated bind elapsed time                                ,            33,     1.62us,      .0%, [          ],          ,           , 
     47, CAPSTONE  , TIME, parse time elapsed                                        ,          5536,   271.27us,      .0%, [          ],          ,           , 
     47, CAPSTONE  , TIME, DB CPU                                                    ,        233693,    11.45ms,     1.1%, [@         ],          ,           , 
     47, CAPSTONE  , TIME, sql execute elapsed time                                  ,        231396,    11.34ms,     1.1%, [#         ],          ,           , 
     47, CAPSTONE  , TIME, DB time                                                   ,        236201,    11.57ms,     1.2%, [#         ],          ,           ,        .13 % unaccounted time
     47, CAPSTONE  , WAIT, Disk file operations I/O                                  ,            40,     1.96us,      .0%, [          ],         1,        .05,       40us average wait
     47, CAPSTONE  , WAIT, db file sequential read                                   ,           100,      4.9us,      .0%, [          ],         4,         .2,       25us average wait
     47, CAPSTONE  , WAIT, db file scattered read                                    ,            15,      .74us,      .0%, [          ],         1,        .05,       15us average wait
     47, CAPSTONE  , WAIT, direct path read                                          ,          5672,   277.94us,      .0%, [          ],        25,       1.23,   226.88us average wait
     47, CAPSTONE  , WAIT, SQL*Net message to client                                 ,            20,      .98us,      .0%, [          ],         5,        .25,        4us average wait
     47, CAPSTONE  , WAIT, SQL*Net message from client                               ,      20144376,   987.11ms,    98.7%, [WWWWWWWWWW],         5,        .25,      4.03s average wait
     47, CAPSTONE  , WAIT, events in waitclass Other                                 ,           383,    18.77us,      .0%, [          ],        30,       1.47,    12.77us average wait
 
	32K_800X_SORT
    SID, USERNAME  , TYPE, STATISTIC                                                 ,         DELTA, HDELTA/SEC,    %TIME, GRAPH       , NUM_WAITS,  WAITS/SEC,   AVERAGES                
     47, CAPSTONE  , STAT, Requests to/from client                                   ,             5,        .25,         ,             ,          ,           ,        .13 per execution
     47, CAPSTONE  , STAT, opened cursors cumulative                                 ,            39,       1.93,         ,             ,          ,           ,          1 per execution
     47, CAPSTONE  , STAT, user calls                                                ,             8,         .4,         ,             ,          ,           ,        .21 per execution
     47, CAPSTONE  , STAT, recursive calls                                           ,            53,       2.62,         ,             ,          ,           ,          0 recursive CPU per recursive call
     47, CAPSTONE  , STAT, session logical reads                                     ,           825,      40.84,         ,             ,          ,           ,        833 total buffer visits
     47, CAPSTONE  , STAT, CPU used when call started                                ,            25,       1.24,         ,             ,          ,           ,      250ms total CPU used when call started
     47, CAPSTONE  , STAT, CPU used by this session                                  ,            25,       1.24,         ,             ,          ,           ,      250ms total CPU used by this session
     47, CAPSTONE  , STAT, DB time                                                   ,            28,       1.39,         ,             ,          ,           ,        .72 per execution
     47, CAPSTONE  , STAT, user I/O wait time                                        ,             1,        .05,         ,             ,          ,           ,        .03 per execution
     47, CAPSTONE  , STAT, non-idle wait time                                        ,             1,        .05,         ,             ,          ,           ,        .03 per execution
     47, CAPSTONE  , STAT, non-idle wait count                                       ,            85,       4.21,         ,             ,          ,           ,       2.18 per execution
     47, CAPSTONE  , STAT, process last non-idle time                                ,            46,       2.28,         ,             ,          ,           ,       1.18 per execution
     47, CAPSTONE  , STAT, enqueue requests                                          ,             3,        .15,         ,             ,          ,           ,        .08 per execution
     47, CAPSTONE  , STAT, enqueue releases                                          ,             3,        .15,         ,             ,          ,           ,        .08 per execution
     47, CAPSTONE  , STAT, physical read total IO requests                           ,            40,       1.98,         ,             ,          ,           ,    553.37k bytes per request
     47, CAPSTONE  , STAT, physical read total multi block requests                  ,            21,       1.04,         ,             ,          ,           ,         19 total single block read requests
     47, CAPSTONE  , STAT, physical read total bytes                                 ,      22134784,       1.1M,         ,             ,          ,           ,    567.56k per execution
     47, CAPSTONE  , STAT, cell physical IO interconnect bytes                       ,      22134784,       1.1M,         ,             ,          ,           ,    567.56k per execution
     47, CAPSTONE  , STAT, db block gets                                             ,             8,         .4,         ,             ,          ,           ,        .21 per execution
     47, CAPSTONE  , STAT, db block gets from cache                                  ,             8,         .4,         ,             ,          ,           ,        .21 per execution
     47, CAPSTONE  , STAT, db block gets from cache (fastpath)                       ,             8,         .4,         ,             ,          ,           ,        .21 per execution
     47, CAPSTONE  , STAT, consistent gets                                           ,           817,      40.45,         ,             ,          ,           ,      20.95 per execution
     47, CAPSTONE  , STAT, consistent gets from cache                                ,           817,      40.45,         ,             ,          ,           ,      20.95 per execution
     47, CAPSTONE  , STAT, consistent gets pin                                       ,           758,      37.53,         ,             ,          ,           ,      19.44 per execution
     47, CAPSTONE  , STAT, consistent gets pin (fastpath)                            ,           718,      35.55,         ,             ,          ,           ,      18.41 per execution
     47, CAPSTONE  , STAT, consistent gets examination                               ,            59,       2.92,         ,             ,          ,           ,       1.51 per execution
     47, CAPSTONE  , STAT, consistent gets examination (fastpath)                    ,            59,       2.92,         ,             ,          ,           ,       1.51 per execution
     47, CAPSTONE  , STAT, logical read bytes from cache                             ,      23887872,      1.18M,         ,             ,          ,           ,    612.51k per execution
     47, CAPSTONE  , STAT, physical reads                                            ,           677,      33.52,         ,             ,          ,           ,      17.36 per execution
     47, CAPSTONE  , STAT, physical reads cache                                      ,           677,      33.52,         ,             ,          ,           ,      17.36 per execution
     47, CAPSTONE  , STAT, physical read IO requests                                 ,            40,       1.98,         ,             ,          ,           ,    553.37k bytes per request
     47, CAPSTONE  , STAT, physical read bytes                                       ,      22134784,       1.1M,         ,             ,          ,           ,    567.56k per execution
     47, CAPSTONE  , STAT, free buffer requested                                     ,           677,      33.52,         ,             ,          ,           ,      17.36 per execution
     47, CAPSTONE  , STAT, physical reads cache prefetch                             ,           637,      31.54,         ,             ,          ,           ,      16.33 per execution
     47, CAPSTONE  , STAT, calls to kcmgcs                                           ,            21,       1.04,         ,             ,          ,           ,        .54 per execution
     47, CAPSTONE  , STAT, calls to get snapshot scn: kcmgss                         ,            41,       2.03,         ,             ,          ,           ,       1.05 per execution
     47, CAPSTONE  , STAT, file io service time                                      ,           500,      24.75,         ,             ,          ,           ,     12.5us bad guess of IO service time per IO request
     47, CAPSTONE  , STAT, file io wait time                                         ,          5127,     253.83,         ,             ,          ,           ,   128.18us bad guess of IO wait time per IO request
     47, CAPSTONE  , STAT, no work - consistent read gets                            ,           728,      36.04,         ,             ,          ,           ,      18.67 per execution
     47, CAPSTONE  , STAT, table scans (short tables)                                ,             4,         .2,         ,             ,          ,           ,         .1 per execution
     47, CAPSTONE  , STAT, table scan rows gotten                                    ,       1002028,     49.61k,         ,             ,          ,           ,     25.69k per execution
     47, CAPSTONE  , STAT, table scan disk non-IMC rows gotten                       ,       1002028,     49.61k,         ,             ,          ,           ,     25.69k per execution
     47, CAPSTONE  , STAT, table scan blocks gotten                                  ,           687,      34.01,         ,             ,          ,           ,      17.62 per execution
     47, CAPSTONE  , STAT, table fetch by rowid                                      ,            14,        .69,         ,             ,          ,           ,        .36 per execution
     47, CAPSTONE  , STAT, cluster key scans                                         ,            12,        .59,         ,             ,          ,           ,        .31 per execution
     47, CAPSTONE  , STAT, cluster key scan block gets                               ,            14,        .69,         ,             ,          ,           ,        .36 per execution
     47, CAPSTONE  , STAT, rows fetched via callback                                 ,             5,        .25,         ,             ,          ,           ,        .13 per execution
     47, CAPSTONE  , STAT, index fetch by key                                        ,            19,        .94,         ,             ,          ,           ,        .49 per execution
     47, CAPSTONE  , STAT, index scans kdiixs1                                       ,            18,        .89,         ,             ,          ,           ,        .46 per execution
     47, CAPSTONE  , STAT, session cursor cache hits                                 ,            37,       1.83,         ,             ,          ,           ,         35 softparses avoided thanks to cursor cache
     47, CAPSTONE  , STAT, session cursor cache count                                ,            -2,        -.1,         ,             ,          ,           ,       -.05 per execution
     47, CAPSTONE  , STAT, buffer is pinned count                                    ,             8,         .4,         ,             ,          ,           ,        .96 % buffer gets avoided thanks to buffer pin caching
     47, CAPSTONE  , STAT, buffer is not pinned count                                ,            91,       4.51,         ,             ,          ,           ,       2.33 per execution
     47, CAPSTONE  , STAT, workarea executions - optimal                             ,             7,        .35,         ,             ,          ,           ,        .18 per execution
     47, CAPSTONE  , STAT, parse time elapsed                                        ,             1,        .05,         ,             ,          ,           ,       10ms total parse time elapsed
     47, CAPSTONE  , STAT, parse count (total)                                       ,             2,         .1,         ,             ,          ,           ,          2 softparses per hardparse
     47, CAPSTONE  , STAT, parse count (hard)                                        ,             1,        .05,         ,             ,          ,           ,        .03 per execution
     47, CAPSTONE  , STAT, execute count                                             ,            39,       1.93,         ,             ,          ,           ,       19.5 executions per parse
     47, CAPSTONE  , STAT, bytes sent via SQL*Net to client                          ,          4319,     213.82,         ,             ,          ,           ,      863.8 bytes per roundtrip
     47, CAPSTONE  , STAT, bytes received via SQL*Net from client                    ,           384,      19.01,         ,             ,          ,           ,       76.8 bytes per roundtrip
     47, CAPSTONE  , STAT, SQL*Net roundtrips to/from client                         ,             5,        .25,         ,             ,          ,           ,        .13 per execution
     47, CAPSTONE  , STAT, sorts (memory)                                            ,            10,         .5,         ,             ,          ,           ,        .26 per execution
     47, CAPSTONE  , STAT, sorts (rows)                                              ,             7,        .35,         ,             ,          ,           ,        .18 per execution
     47, CAPSTONE  , TIME, hard parse elapsed time                                   ,          5624,   278.43us,      .0%, [          ],          ,           , 
     47, CAPSTONE  , TIME, parse time elapsed                                        ,          5948,   294.47us,      .0%, [          ],          ,           , 
